p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,美的环境电器旗舰店,11524626939,,,,,,,,None,,"美的（Midea） FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,11524626939, ,4.6kg,中国大陆,FZ10-17DW,2小时以下,三档调节,正常风、自然风、睡眠风,无叶,无,机械式,塔扇",塔扇,美的（Midea） FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色
钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶,钻石牌非凡专卖店,11382853922,,,,,,,,None,,"钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶,11382853922, ,6.0kg,中国大陆,3叶1400MM,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,机械式,吊扇",吊扇,钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶
格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械,格力智购专卖店,12401517047,,,,,,,,None,,"格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械,12401517047, ,9.0kg,中国大陆,FD-4009-WG,2小时以下,三档调节,正常风、自然风、睡眠风,5片,1级,机械式,落地扇",落地扇,格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械
格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,格力TOSOT旗舰店,10203314990,,,,,,,,None,,"格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,10203314990, ,6.3kg,FD-4025Bah5-WG,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时
日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色,日彩旗舰店,12880202279,,,,,,,,None,,"日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色,12880202279, ,8.9kg,中国大陆,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色
美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,美的护理旗舰店,12477775164,,,,,,,,None,,"美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,12477775164, ,3.9kg,中国大陆,DS070103MD002,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇
艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,艾美特子云专卖店,1536383961,,,,,,,,None,,"艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,1536383961, ,5.1kg,FT41R,2-8小时,三档调节,正常风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒
美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,美的环境电器旗舰店,11533566845,,,,,,,,None,,"美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,11533566845, ,8.3kg,中国大陆,FS40-13CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,无,遥控式,落地扇",落地扇,美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色
欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,欧麦斯旗舰店,10437854366,,,,,,,,None,,"欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,10437854366, ,4.0kg,2小时以下,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇，台扇，空气循环扇",落地扇，塔扇，台扇，空气循环扇,欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白
美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,美的绿灯侠专卖店,11219961738,,,,,,,,None,,"美的（Midea） FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,11219961738, ,7.3kg,中国大陆,FS40-17JRW,8小时以上,五档调节,正常风、自然风、睡眠风,5片,1级,APP控制,落地扇",落地扇,美的（Midea） FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式
艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,艾美特官方旗舰店,12415767096,,,,,,,,None,,"艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,12415767096, ,6.32kg,中国大陆,FT70R,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色
美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,美的绿灯侠专卖店,12050214119,,,,,,,,None,,"美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,12050214119, ,3.3kg,中国大陆,KYT30-15AW,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮
艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,艾美特子云专卖店,1540230565,,,,,,,,None,,"艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,1540230565, ,4.3kg,FW3521R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",壁扇,艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶
格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,格力明达丰专卖店,10143138838,,,,,,,,None,,"格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,10143138838, ,8.6kg,FD-4009B,2-8小时,三档调节,正常风,3片,1级,遥控式,落地扇",落地扇,格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇
艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,艾美特华安专卖店,10158203830,,,,,,,,None,,"艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,10158203830, ,7.62kg,FS4092R-WA,2-8小时,四档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色
爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,爱家乐生活电器专卖店,11296090647,,,,,,,,None,,"爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,11296090647, ,3.5kg,中国大陆,8888820077448,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,台扇",台扇,爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色
格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,格力明达丰专卖店,10138054173,,,,,,,,None,,"格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,10138054173, ,7.0kg,FDE-40,2小时以下,三档调节,正常风,3片,1级,机械式,落地扇",落地扇,格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇
华生（Wahson）FS35-C401 电风扇/落地扇/风扇,华生旗舰店,4575098,,,,,,,,None,,"华生FS35-C401,4575098,5.48kg,广东,FS112-35C,无定时,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,华生FS35-C401
欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,EUROHEALTH海外专营店,1956793343,,,,,,,,欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,,"欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,1956793343, ,5.0kg,2-8小时,二档调节,正常风,无叶,2级,遥控式,落地扇",落地扇,欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）
艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,艾美特子云专卖店,1547674827,,,,,,,,None,,"艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,1547674827, ,3.0kg,1.4米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇
美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,美的护理旗舰店,12574397126,,,,,,,,None,,"美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,12574397126, ,2.2kg,中国大陆,DS070102MD003,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇
美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,美的小家电旗舰店,12281948611,,,,,,,,None,,"美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,12281948611, ,6.7kg,21056110000231（FZ10-17ARW）,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇
美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,美的环境电器旗舰店,11394874308,,,,,,,,None,,"美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,11394874308, ,5.7kg,中国大陆,FZ10-15BW,2-8小时,三档调节,正常风,无叶,无,机械式,台扇",台扇,美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇
康佳（KONKA）遥控电风扇/落地扇/五扇叶遥控落地扇KF-40LY01,康佳两季品旗舰店,1093073,,,,,,,,None,,"康佳KF-40LY01,1093073,6.2kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,康佳KF-40LY01
QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,QG生活电器旗舰店,13646910904,,,,,,,,None,,"QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,13646910904, ,4.5kg,8小时以上,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇",落地扇，塔扇,QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】
水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,水田旗舰店,1588385579,,,,,,,,None,,"水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,1588385579, ,3.7kg,FSQ-MF09G,8小时以上,四档调节,正常风,3片,2级,遥控式,落地扇，台扇，空气循环扇",落地扇，台扇，空气循环扇,水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色
艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,艾美特子云专卖店,10073933741,,,,,,,,None,,"艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,10073933741, ,9.5kg,FZ5609,无定时,五档调节,正常风,5片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇
钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II,钻石牌非凡专卖店,11818340255,,,,,,,,None,,"钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II,11818340255, ,3.5kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,壁扇",壁扇,钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II
DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,戴森（Dyson）旗舰店,11543994100,,,,,,,,None,,"DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,11543994100, ,5.14kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇",落地扇,DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气
格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,格力威铭专卖店,10194646155,,,,,,,,None,,"格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,10194646155, ,7.5kg,FD-4027h5-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色
艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色,艾美特华安专卖店,10158057235,,,,,,,,None,,"艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色,10158057235, ,5.2kg,FZ5610,无定时,无极变速,正常风,3片,3级,机械式,吊扇",吊扇,艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色
长城（CHANGCHENG）FS-35（710）电风扇/落地扇/炫酷五叶风扇/摇头电扇,长城官方旗舰店,4579848,,,,,,,,None,,"长城FS-35（710）,4579848,5.62kg,中国大陆,710,2小时以下,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,长城FS-35（710）
爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR,爱家乐旗舰店,10425341947,,,,,,,,None,," 爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR,10425341947, ,6.0kg,2-8小时,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇，空气循环扇",落地扇，塔扇，空气循环扇, 爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR
美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机,美的绿灯侠专卖店,11274497954,,,,,,,,None,,"美的（Midea） AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机,11274497954, ,8.5kg,中国大陆,AD120-S,2-8小时,三档调节,正常风,无叶,1级,遥控式,塔扇",塔扇,美的（Midea） AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机
艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋,艾美特子云专卖店,1547621219,,,,,,,,None,,"艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋,1547621219, ,5.75kg,FW4517A,无定时,三档调节,正常风,3片,2级,机械式,壁扇",壁扇,艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋
艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,艾美特子云专卖店,1536539063,,,,,,,,None,,"艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,1536539063, ,3.81kg,FBW32T2L,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网
赛亿（Shinee）电风扇/台扇/非遥控家用风扇FT30-7,赛亿两季品旗舰店,3942001,,,,,,,,None,,"赛亿FT30-7,3942001,2.61kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,台扇",台扇,赛亿FT30-7
日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇,日彩旗舰店,12880501762,,,,,,,,None,,"日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇,12880501762, ,10.0kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇
格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,格力威铭专卖店,10221881337,,,,,,,,None,,"格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,10221881337, ,8.59kg,FD-4042Bg7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",落地扇,格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白
美的（Midea） KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,美的绿灯侠专卖店,11166548108,,,,,,,,None,,"美的（Midea） KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,11166548108, ,4.7kg,中国大陆,KYS30-10CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,转页扇",转页扇,美的（Midea） KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇
钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1,钻石牌非凡专卖店,14142207159,,,,,,,,None,,"钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1,14142207159, ,2.4kg,2小时以下,三档调节,正常风,5片,3级,机械式,转页扇",转页扇,钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1
德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,德派海外专营店,1963823468,,,,,,,,德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,,"德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,1963823468, ,5.0kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,2级,遥控式,落地扇",落地扇,德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风
TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18,TER旗舰店,11836755832,,,,,,,,None,,"TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18,11836755832, ,3.5kg,中国大陆,T-DFS18,2小时以下,无极变速,正常风,无叶,无,遥控式,落地扇",落地扇,TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18
【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色,爱丽思幸辉国际专卖店,10387389563,,,,,,,,None,,"【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色,10387389563, ,3.0kg,2-8小时,五档以上,正常风、自然风,3片,无,遥控式,台扇，空气循环扇",台扇，空气循环扇,【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色
艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头,艾美特子云专卖店,1539064675,,,,,,,,None,,"艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头,1539064675, ,4.3kg,FW4035R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",壁扇,艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头
爱家乐（AKIRA）电风扇空气循环扇壁挂无叶风扇可遥控10寸AX102,爱家乐旗舰店,10238255560,,,,,,,,None,,"爱家乐（AKIRA）电风扇空气循环扇壁挂无叶风扇可遥控10寸AX102,10238255560, ,3.6kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇",落地扇,爱家乐（AKIRA）电风扇空气循环扇壁挂无叶风扇可遥控10寸AX102
先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】,先创旗舰店,13088531605,,,,,,,,None,,"先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】,13088531605, ,30.0kg,中国大陆,无定时,三档调节,正常风、自然风,3片,无,机械式,落地扇，工业扇",落地扇，工业扇,先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】
格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG,格力伟宏专卖店,12266727905,,,,,,,,None,,"格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG,12266727905, ,6.4kg,中国大陆,FD-4025Bah5-WG,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇，台扇，工业扇",落地扇，台扇，工业扇,格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG
