p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,格力TOSOT旗舰店,10203314990,,,3200,95,3100,50,80,None,遥控方便 质量不错 风扇不错 安装方便 造型美观 使用方便 风力很大 噪音很小 风很柔和 颜色漂亮 质量不错 安装方便 颜色漂亮 噪音很小 遥控方便,"格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,10203314990, ,6.3kg,FD-4025Bah5-WG,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时
日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色,日彩旗舰店,12880202279,,,6200,96,5900,100,100,None,质量不错 风力很大 风扇不错 安装方便 使用方便 底座很稳 造型美观 风很柔和 噪音很小 安全节能 使用方便 风力很大 电机好 安全节能 睡眠风不错,"日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色,12880202279, ,8.9kg,中国大陆,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色
美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,美的护理旗舰店,12477775164,,,500,98,500,10,2,None,质量不错 安装方便 底座很稳 噪音很小 风扇不错 风很柔和 使用方便 造型美观 电机好 扇网坚固,"美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,12477775164, ,3.9kg,中国大陆,DS070103MD002,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的 （Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇
艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,艾美特子云专卖店,1536383961,,,3600,94,3400,100,80,None,风很柔和 使用方便 安装方便 造型美观 遥控方便 风扇不错 质量不错 颜色漂亮 噪音很小 远程遥控 质量不错,"艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,1536383961, ,5.1kg,FT41R,2-8小时,三档调节,正常风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒
美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,美的环境电器旗舰店,11533566845,,,6900,98,6700,100,90,None,噪音很小 风力很大 底座很稳 安全节能 扇网坚固 造型美观 风很柔和 远程遥控 颜色漂亮 电机好,"美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,11533566845, ,8.3kg,中国大陆,FS40-13CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,无,遥控式,落地扇",落地扇,美的（Midea） FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色
欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,欧麦斯旗舰店,10437854366,,,2900,97,2800,70,20,None,造型美观 风很柔和 安全节能 风力很大 底座很稳 噪音很小 颜色漂亮 适合宝宝 电机好 远程遥控 安装方便 使用方便 扇网坚固 质量不错 造型美观 质量不错 颜色漂亮 风很柔和 适合宝宝 使用方便 遥控方便,"欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,10437854366, ,4.0kg,2小时以下,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇，台扇，空气循环扇",落地扇，塔扇，台扇，空气循环扇,欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白
美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,美的绿灯侠专卖店,11219961738,,,200,96,200,6,5,None,安装方便 遥控方便 风很柔和 风扇不错 噪音很小 电机好 造型美观 风力很大 安全节能 扇网坚固,"美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,11219961738, ,7.3kg,中国大陆,FS40-17JRW,8小时以上,五档调节,正常风、自然风、睡眠风,5片,1级,APP控制,落地扇",落地扇,美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式
艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,艾美特官方旗舰店,12415767096,,,400,97,400,7,4,None,风很柔和 风扇不错 质量不错 造型美观 安装方便 遥控方便 噪音很小 远程遥控 广角送风 睡眠风不错 睡眠风不错 噪音很小 风很柔和 风扇不错 安装方便,"艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,12415767096, ,6.32kg,中国大陆,FT70R,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,艾美特 【今日特卖】FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色
美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,美的绿灯侠专卖店,12050214119,,,500,97,500,7,10,None,风扇不错 使用方便 风很柔和 质量不错 噪音很小 颜色漂亮 底座很稳 扇网坚固 风力很大 电机好 风扇不错 颜色漂亮 质量不错,"美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,12050214119, ,3.3kg,中国大陆,KYT30-15AW,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮
艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,艾美特子云专卖店,1540230565,,,1500,96,1500,20,30,None,风扇不错 安装方便 质量不错 噪音很小 风力很大 遥控方便 使用方便 风很柔和 远程遥控 造型美观 质量不错 广角送风 扇网坚固 睡眠风不错 使用方便,"艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,1540230565, ,4.3kg,FW3521R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",壁扇,艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶
格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,格力明达丰专卖店,10143138838,,,10000,96,9800,200,200,None,质量不错 遥控方便 噪音很小 安装方便 风扇不错 使用方便 远程遥控 造型美观 底座很稳 风力很大 电机好 扇网坚固 遥控方便 风扇不错,"格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,10143138838, ,8.6kg,FD-4009B,2-8小时,三档调节,正常风,3片,1级,遥控式,落地扇",落地扇,格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇
艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,艾美特华安专卖店,10158203830,,,800,92,800,30,30,None,风扇不错 安装方便 风很柔和 风力很大 噪音很小 质量不错 使用方便 遥控方便 远程遥控 底座很稳 安全节能 噪音很小 风扇不错 风力很大 造型美观,"艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,10158203830, ,7.62kg,FS4092R-WA,2-8小时,四档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色
爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,爱家乐生活电器专卖店,11296090647,,,700,100,700,2,1,None,质量不错 风扇不错 造型美观 风很柔和 安全节能 使用方便 适合宝宝 风力很大 底座很稳 噪音很小 风很柔和 噪音很小 遥控方便 安装方便 电机好 安全节能 睡眠风不错 广角送风 底座很稳 使用方便 风很柔和 风扇不错 质量不错 质量不错,"爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,11296090647, ,3.5kg,中国大陆,8888820077448,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,台扇",台扇,爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色
格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,格力明达丰专卖店,10138054173,,,4200,96,4000,80,70,None,质量不错 噪音很小 风扇不错 安装方便 使用方便 风力很大 颜色漂亮 造型美观 风很柔和 底座很稳,"格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,10138054173, ,7.0kg,FDE-40,2小时以下,三档调节,正常风,3片,1级,机械式,落地扇",落地扇,格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇
华生（Wahson）FS35-C401 电风扇/落地扇/风扇,华生旗舰店,4575098,,,27000,97,26000,600,300,None,风扇不错 安装方便 质量不错 风力很大 使用方便 噪音很小 造型美观 底座很稳 风很柔和 颜色漂亮,"华生FS35-C401,4575098,5.48kg,广东,FS112-35C,无定时,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,华生FS35-C401
欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,EUROHEALTH海外专营店,1956793343,,,100,96,100,5,2,欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,质量不错 安装方便 造型美观 遥控方便 风很柔和 适合宝宝 广角送风,"欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）,1956793343, ,5.0kg,2-8小时,二档调节,正常风,无叶,2级,遥控式,落地扇",落地扇,欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用（AM05升级款）
艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,艾美特子云专卖店,1547674827,,,3000,93,2800,100,100,None,风扇不错 质量不错 风力很大 安装方便 使用方便 电机好 噪音很小 造型美观 风很柔和 安全节能 使用方便 风力很大 质量不错 质量不错,"艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,1547674827, ,3.0kg,1.4米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇
美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,美的护理旗舰店,12574397126,,,500,96,500,10,10,None,风很柔和 使用方便 噪音很小 风扇不错 造型美观 底座很稳 风力很大 质量不错 安全节能 电机好 使用方便,"美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,12574397126, ,2.2kg,中国大陆,DS070102MD003,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的 （Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇
美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,美的小家电旗舰店,12281948611,,,900,95,800,20,10,None,安装方便 睡眠风不错 颜色漂亮 质量不错 使用方便 造型美观 风扇不错 风很柔和 噪音很小 遥控方便,"美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,12281948611, ,6.7kg,21056110000231（FZ10-17ARW）,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇
美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,美的环境电器旗舰店,11394874308,,,200,96,200,7,3,None,造型美观 风很柔和 风扇不错 噪音很小 质量不错 安装方便 风力很大 使用方便 安全节能 底座很稳 安装方便 使用方便 噪音很小,"美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,11394874308, ,5.7kg,中国大陆,FZ10-15BW,2-8小时,三档调节,正常风,无叶,无,机械式,台扇",台扇,美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇
康佳（KONKA）遥控电风扇/落地扇/五扇叶遥控落地扇KF-40LY01,康佳两季品旗舰店,1093073,,,120000,94,110000,4800,2800,None,遥控方便 安装方便 风扇不错 风力很大 质量不错 使用方便 远程遥控 底座很稳 噪音很小 风很柔和,"康佳KF-40LY01,1093073,6.2kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,康佳KF-40LY01
QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,QG生活电器旗舰店,13646910904,,,80,97,80,2,1,None,噪音很小 安装方便 远程遥控 扇网坚固 安全节能 颜色漂亮 风很柔和 质量不错 风力很大 适合宝宝 安全节能,"QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,13646910904, ,4.5kg,8小时以上,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇",落地扇，塔扇,QG 英国Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】
水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,水田旗舰店,1588385579,,,1500,97,1400,30,10,None,质量不错 风扇不错 使用方便 风力很大 遥控方便 底座很稳 噪音很小 造型美观 安装方便 风很柔和 遥控方便 风力很大,"水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,1588385579, ,3.7kg,FSQ-MF09G,8小时以上,四档调节,正常风,3片,2级,遥控式,落地扇，台扇，空气循环扇",落地扇，台扇，空气循环扇,水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色
艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,艾美特子云专卖店,10073933741,,,1400,94,1400,40,40,None,风力很大 风扇不错 质量不错 造型美观 噪音很小 电机好 使用方便 安装方便 扇网坚固 风很柔和 风力很大 噪音很小,"艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,10073933741, ,9.5kg,FZ5609,无定时,五档调节,正常风,5片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇
钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II,钻石牌非凡专卖店,11818340255,,,200,96,100,5,4,None,风力很大 使用方便 质量不错 安装方便 造型美观 风扇不错 电机好 广角送风 适合宝宝 噪音很小,"钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II,11818340255, ,3.5kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,壁扇",壁扇,钻石牌（DIAMOND）五叶壁扇16寸壁挂电风扇FB-40II
DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,戴森（Dyson）旗舰店,11543994100,,,20,100,20,0,0,None,,"DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,11543994100, ,5.14kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇",落地扇,DYSON 戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气
格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,格力威铭专卖店,10194646155,,,4000,97,3900,90,50,None,噪音很小 风很柔和 风力很大 安装方便 风扇不错 造型美观 质量不错 底座很稳 使用方便 颜色漂亮 造型美观 风扇不错 风很柔和 颜色漂亮,"格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,10194646155, ,7.5kg,FD-4027h5-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色
艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色,艾美特华安专卖店,10158057235,,,2100,92,2000,80,90,None,风扇不错 风力很大 质量不错 安装方便 造型美观 噪音很小 电机好 使用方便 安全节能 风很柔和 造型美观 使用方便 质量不错 风扇不错 广角送风 质量不错 造型美观 电机好,"艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色,10158057235, ,5.2kg,FZ5610,无定时,无极变速,正常风,3片,3级,机械式,吊扇",吊扇,艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工扇 白色
长城（CHANGCHENG）FS-35（710）电风扇/落地扇/炫酷五叶风扇/摇头电扇,长城官方旗舰店,4579848,,,18000,96,17000,400,200,None,风扇不错 质量不错 安装方便 风力很大 使用方便 噪音很小 风很柔和 底座很稳 造型美观 颜色漂亮 噪音很小 风很柔和,"长城FS-35（710）,4579848,5.62kg,中国大陆,710,2小时以下,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,长城FS-35（710）
