p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,capacity,X_name
美的（Midea）电水壶HJ1508a 304不锈钢电热水壶 1.5L容量 无缝一体内胆 双层防烫烧水壶,美的生活电器自营官方旗舰店,3011732,299.00,129.00,7400,97,7200,100,70,美的（Midea）,外观漂亮 水壶不错 使用方便 东西不错 速度快 烧水时间短 不锈钢很好 没有异味 容量大 烧水声音小,"美的HJ1508a,3011732,1.4kg,中国大陆,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,美的HJ1508a
小熊（Bear）电水壶ZDH-A17G5 304不锈钢自动断电1.7L电热水壶家用高硼硅玻璃,小熊厨电旗舰店,2020781,319.00,109.00,6800,98,6600,90,50,小熊（Bear）,外观漂亮 水壶不错 使用方便 东西不错 速度快 容量大 没有异味 烧水时间短 烧水声音小 不锈钢很好,"小熊ZDH-A17G5,2020781,1.51kg,佛山顺德,自动断电，防干烧",自动断电，防干烧,1.6-2.0升,小熊ZDH-A17G5
电热水壶全自动电水壶烧水壶304不锈钢6L-8L大容量 8L,嘉億电器旗舰店,15200669560,195.00,159.00,100,97,100,1,3,嘉億（CAREYER）,不锈钢很好 容量大 外观漂亮 使用方便 保温功能好 水壶不错 东西不错 速度快 烧水时间短 烧水声音小 使用方便 烧水声音小 保温功能好 还可以吧 东西不错,"电热水壶全自动电水壶烧水壶304不锈钢6L-8L大容量 8L,15200669560, ,2.0kg,中国大陆,电热水壶,过热保护，自动断电，防干烧，过滤,1.8L以上,双层不锈钢",过热保护，自动断电，防干烧，过滤,2.0升以上,电热水壶全自动电水壶烧水壶304不锈钢6L-8L大容量 8L
心好（xinhao）XH-QZD-Ｑ1 智能全自动上水304不锈钢电热水壶 电茶壶  整套茶具,心好家用电器官方旗舰店,5506694,299.00,239.00,90,100,90,0,0,心好（xinhao）,水壶不错 不锈钢很好 烧水声音小 没有异味 使用方便 外观漂亮 保温功能好 烧水时间短 东西不错 容量大 水壶不错 不锈钢很好,"心好XH-QZD-Ｑ1,5506694,2.21kg,中国大陆,电热水壶,保温，自动上水，显示水温,1.2L,单层不锈钢",保温，自动上水，显示水温,1.2-1.5升,心好XH-QZD-Ｑ1
卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P,卓朗厨具旗舰店,12263691051,698.00,199.00,600,98,600,6,6,卓朗,外观漂亮 烧水时间短 没有异味 水壶不错 东西不错 烧水声音小 速度快 使用方便 不锈钢很好 还可以吧 水壶不错 烧水声音小 外观漂亮 烧水时间短,"卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P,12263691051, ,1.8kg,中国大陆,F-649B,电热水壶,过热保护，自动断电，防干烧,1.7L,单层不锈钢",过热保护，自动断电，防干烧,1.6-2.0升,卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P
金灶（KAMJOVE）全智能自动上水电热水壶泡茶电茶壶 全自动电茶炉 V7,金灶电水壶旗舰店,1587774830,380.00,285.00,2500,97,2400,20,40,金灶（KAMJOVE）,使用方便 水壶不错 外观漂亮 东西不错 速度快 烧水时间短 不锈钢很好 没有异味 烧水声音小 保温功能好 东西不错 保温功能好,"金灶（KAMJOVE）全智能自动上水电热水壶泡茶电茶壶 全自动电茶炉 V7,1587774830, ,2.2kg,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1.1升以下,金灶（KAMJOVE）全智能自动上水电热水壶泡茶电茶壶 全自动电茶炉 V7
苏泊尔（SUPOR）电水壶热水壶电热水壶 1.5L全钢无缝 SWF15E13A,苏泊尔官方旗舰店,2154141,249.00,119.00,29000,97,28000,600,300,苏泊尔（SUPOR）,外观漂亮 水壶不错 不锈钢很好 东西不错 使用方便 速度快 烧水时间短 没有异味 保温功能好 烧水声音小 不锈钢很好 没有异味 使用方便,"苏泊尔SWF15E13A,2154141,1.46kg,中国大陆,电热水壶,自动断电，防干烧,1.5L",自动断电，防干烧,1.2-1.5升,苏泊尔SWF15E13A
奥克斯（AUX）烧水壶304不锈钢电水壶大容量煲水壶5L AK-15N01,奥克斯厨房电器旗舰店,943371,199.00,99.00,30000,97,29000,700,300,奥克斯（AUX）,容量大 水壶不错 使用方便 速度快 东西不错 不锈钢很好 外观漂亮 烧水时间短 烧水声音小 没有异味 使用方便 还可以吧 东西不错 外观漂亮 容量大,"奥克斯AK-15N01,943371,1.5kg,广东佛山,防干烧",防干烧,2.0升以上,奥克斯AK-15N01
新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5,新功SEKO官方旗舰店,1117277049,138.00,59.00,12000,96,12000,200,200,新功（SEKO）,水壶不错 使用方便 外观漂亮 烧水时间短 不锈钢很好 东西不错 速度快 没有异味 烧水声音小 还可以吧,"新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5,1117277049, ,2.0kg,S5,电热水壶,自动断电，防干烧，防倾倒防溢,1L以下,单层不锈钢",自动断电，防干烧，防倾倒防溢,1.1升以下,新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5
九阳（Joyoung）电水壶1.7L电热水壶恒定保温双层防烫K17-FW22,九阳厨房电器旗舰店,2194386,299.00,99.00,15000,98,15000,200,100,九阳（Joyoung）,外观漂亮 水壶不错 使用方便 保温功能好 不锈钢很好 速度快 东西不错 烧水时间短 没有异味 容量大 烧水时间短 不锈钢很好,"九阳K17-FW22,2194386,1.36kg,中国大陆",none,1.6-2.0升,九阳K17-FW22
格来德（Grelide）电水壶304不锈钢电热水壶双层防烫WWK-D1513,格来德官方旗舰店,990687,159.00,59.00,46000,98,45000,600,200,格来德 （Grelide）,外观漂亮 水壶不错 使用方便 东西不错 不锈钢很好 容量大 速度快 没有异味 烧水时间短 烧水声音小 使用方便 东西不错 烧水时间短,"格来德WWK-D1513,990687,1.27kg,江苏淮安,自动断电，防干烧",自动断电，防干烧,格来德WWK-D1513,格来德WWK-D1513
美的（Midea）电水壶WHJ1507b 304不锈钢电热水壶 1.5L容量 无缝一体内胆 炫彩双层防烫烧水壶,美的生活电器自营官方旗舰店,1908296,299.00,99.00,19000,97,19000,300,200,美的（Midea）,外观漂亮 水壶不错 速度快 不锈钢很好 东西不错 使用方便 烧水时间短 容量大 没有异味 保温功能好,"美的WHJ1507b,1908296,1.72kg,中国大陆,MK-HJ1507,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,美的WHJ1507b
现代(HYUNDAI)养生壶煎药壶玻璃电水壶BD-YS1801白,现代厨电旗舰店,788934,798.00,99.00,56000,97,54000,1200,500,HYUNDAI,水壶不错 速度快 没有异味 烧水时间短 烧水声音小 保温功能好 不锈钢很好 使用方便 东西不错 一般,"HYUNDAIBD-YS1801,788934,2.1kg,中国大陆,2-4人,分体式,无,微电脑式,玻璃,1.2(含)L-1.5(含)L,养生壶,数码，指示灯,蒸，煮，炖，熬，涮，中药，甜品，保温，预约，火力调节",蒸，煮，炖，熬，涮，中药，甜品，保温，预约，火力调节,1.2(含)L-1.5(含)L,HYUNDAIBD-YS1801
金灶（KAMJOVE）全自动煮茶器 电茶炉黑茶电水壶养生壶 玻璃壶 A-99,金灶电水壶旗舰店,1676156851,300.00,235.00,2300,98,2300,30,20,金灶（KAMJOVE）,外观漂亮 水壶不错 使用方便 东西不错 没有异味 速度快 容量大 保温功能好 不锈钢很好 烧水时间短,"金灶（KAMJOVE）全自动煮茶器 电茶炉黑茶电水壶养生壶 玻璃壶 A-99,1676156851, ,1.6kg,煮茶器,过热保护，自动断电，防干烧，过滤，保温，预设水温，显示水温,1L以下,耐高温玻璃",过热保护，自动断电，防干烧，过滤，保温，预设水温，显示水温,1.1升以下,金灶（KAMJOVE）全自动煮茶器 电茶炉黑茶电水壶养生壶 玻璃壶 A-99
苏泊尔（SUPOR）电水壶电热水壶SWF15E19B双层防烫保温马卡龙蓝,苏泊尔官方旗舰店,3221910,299.00,89.00,5400,98,5300,70,40,苏泊尔（SUPOR）,外观漂亮 水壶不错 使用方便 速度快 东西不错 不锈钢很好 没有异味 烧水时间短 容量大 保温功能好 保温功能好 外观漂亮 不锈钢很好 没有异味 使用方便 速度快 烧水时间短,"苏泊尔SWF15E19B,3221910,1.29kg,中国大陆,电热水壶,自动断电，防干烧,1.5L,外塑内钢",自动断电，防干烧,1.2-1.5升,苏泊尔SWF15E19B
格来德（Grelide）电水壶304不锈钢4.2升WWK-4201S,格来德官方旗舰店,641729,199.00,139.00,19000,97,18000,300,100,格来德 （Grelide）,容量大 水壶不错 使用方便 不锈钢很好 速度快 外观漂亮 东西不错 烧水时间短 没有异味 烧水声音小 还可以吧 东西不错 外观漂亮 没有异味 容量大,"格来德WWK-4201S,641729,1.8kg,江苏淮安,自动断电，防干烧",自动断电，防干烧,格来德WWK-4201S,格来德WWK-4201S
新功（SEKO） 全自动上水电热水壶304不锈钢电水壶热水壶烧水壶自动上水电茶炉F90,地中海生活电器专营店,1549543888,468.00,284.00,2500,98,2400,20,20,新功（SEKO）,使用方便 水壶不错 东西不错 外观漂亮 速度快 不锈钢很好 烧水时间短 烧水声音小 没有异味 保温功能好 使用方便 烧水时间短 速度快 使用方便 东西不错,"新功（SEKO） 全自动上水电热水壶304不锈钢电水壶热水壶烧水壶自动上水电茶炉F90,1549543888, ,3.4kg,中国大陆,新功F90,电茶炉,过热保护，自动断电，防干烧，防倾倒防溢，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1L以下,单层不锈钢",过热保护，自动断电，防干烧，防倾倒防溢，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1.1升以下,新功（SEKO） 全自动上水电热水壶304不锈钢电水壶热水壶烧水壶自动上水电茶炉F90
现代（HYUNDAI）养生壶煎药壶多功能玻璃电水壶BD-YS1802黑金,现代厨电旗舰店,1020678,798.00,119.00,56000,97,54000,1200,500,HYUNDAI,使用方便 外观漂亮 东西不错 水壶不错 容量大 速度快 烧水时间短 没有异味 烧水声音小 还可以吧,"HYUNDAIBD-YS1802,1020678,2.35kg,中国大陆,2-4人,分体式,有,微电脑式,玻璃,1.2(含)L-1.5(含)L,养生壶,液晶，指示灯,煮，炖，熬，中药，甜品，保温，预约，火力调节",煮，炖，熬，中药，甜品，保温，预约，火力调节,1.2(含)L-1.5(含)L,HYUNDAIBD-YS1802
苏泊尔（SUPOR)电水壶SWF17E18B双层防烫保温,苏泊尔官方旗舰店,1801460,299.00,99.00,34000,97,33000,500,200,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 使用方便 速度快 东西不错 不锈钢很好 烧水时间短 没有异味 保温功能好 外观漂亮 容量大 不锈钢很好 外观漂亮 不锈钢很好 烧水时间短 速度快 烧水声音小,"苏泊尔SWF17E18B,1801460,1.4kg,中国大陆,电热水壶,自动断电，防干烧,1.7L,外塑内钢",自动断电，防干烧,1.6-2.0升,苏泊尔SWF17E18B
美的（Midea）电水壶WHP1703b 304不锈钢电热水壶 1.7L容量 PTC保温烧水壶,美的生活电器自营官方旗舰店,2470289,199.00,139.00,7100,97,6800,100,90,美的（Midea）,外观漂亮 水壶不错 容量大 使用方便 保温功能好 速度快 不锈钢很好 烧水时间短 没有异味 东西不错 不锈钢很好 没有异味 容量大 东西不错 使用方便,"美的WHP1703b,2470289,1.8kg,中国大陆,外塑内钢,自动断电，防干烧，保温",自动断电，防干烧，保温,1.6-2.0升,美的WHP1703b
科立泰（QLT）自动抽水壶上水壶上水器电茶盘电热水壶电子茶盘泡茶机茶具套装 QLT-T1210BA,科立泰厨电旗舰店,989744,368.00,99.90,25000,96,24000,500,300,科立泰（QLT）,使用方便 水壶不错 东西不错 速度快 外观漂亮 烧水时间短 不锈钢很好 没有异味 还可以吧 烧水声音小 东西不错 烧水时间短,"科立泰QLT-T1210B,989744,1.78kg,中国大陆,自动断电，防干烧",自动断电，防干烧,1.1升以下,科立泰QLT-T1210B
英国一特（EnTech）进口304不锈钢电热水壶家用高品质1.7L烧水壶ET801 奶油白,一特旗舰店,10559231407,299.00,189.00,1700,98,1600,20,2,一特（EnTech）,外观漂亮 使用方便 水壶不错 烧水时间短 东西不错 不锈钢很好 容量大 烧水声音小 速度快 没有异味 使用方便 外观漂亮 水壶不错 不锈钢很好 东西不错,"英国一特（EnTech）进口304不锈钢电热水壶家用高品质1.7L烧水壶ET801 奶油白,10559231407, ,1.82kg,中国大陆,801,欧式电水壶,自动断电，防干烧,1.7L,单层不锈钢",自动断电，防干烧,1.6-2.0升,英国一特（EnTech）进口304不锈钢电热水壶家用高品质1.7L烧水壶ET801 奶油白
金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A,金灶电水壶旗舰店,1595445860,270.00,238.00,3700,97,3600,60,50,金灶（KAMJOVE）,水壶不错 东西不错 使用方便 外观漂亮 速度快 不锈钢很好 没有异味 烧水时间短 烧水声音小 还可以吧 使用方便 外观漂亮,"金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A,1595445860, ,3.45kg,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1.1升以下,金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A
苏泊尔（SUPOR)电水壶电热水壶SWF15P1S-150,苏泊尔官方旗舰店,1285328,139.00,89.00,21000,96,20000,500,200,苏泊尔（SUPOR）,水壶不错 使用方便 不锈钢很好 速度快 东西不错 外观漂亮 没有异味 烧水时间短 烧水声音小 还可以吧 水壶不错 还可以吧,"苏泊尔SWF15P1S-150,1285328,0.97kg,中国大陆,电热水壶,自动断电，防干烧,1.5L",自动断电，防干烧,1.2-1.5升,苏泊尔SWF15P1S-150
新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15,新功SEKO官方旗舰店,1117668850,598.00,261.00,2800,91,2500,100,100,新功（SEKO）,水壶不错 外观漂亮 使用方便 东西不错 速度快 不锈钢很好 没有异味 烧水时间短 还可以吧 烧水声音小 不锈钢很好 外观漂亮 使用方便 没有异味 不锈钢很好 烧水声音小 水壶不错,"新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15,1117668850, ,5.0kg,K15,电茶炉,过热保护，自动断电，防倾倒防溢，保温，自动上水,1L以下,单层不锈钢",过热保护，自动断电，防倾倒防溢，保温，自动上水,1.1升以下,新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15
容声(Ronshen)电水壶家用5L大容量电热水壶304不锈钢烧水壶502B-10 咖啡色,地中海生活电器专营店,13308966002,168.00,148.00,100,100,100,0,0,容声（Ronshen）,没有异味 烧水时间短 还可以吧 使用方便 外观漂亮 不锈钢很好 没有异味 使用方便 外观漂亮 不锈钢很好 没有异味 还可以吧,"容声(Ronshen)电水壶家用5L大容量电热水壶304不锈钢烧水壶502B-10 咖啡色,13308966002, ,1.94kg,容声502B-10,欧式电水壶,自动断电，防干烧,1.8L以上,单层不锈钢",自动断电，防干烧,2.0升以上,容声(Ronshen)电水壶家用5L大容量电热水壶304不锈钢烧水壶502B-10 咖啡色
半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色,全球专营店,10069771448,79.00,39.90,13000,96,13000,300,200,半球（Peskoe）,,"半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色,10069771448, ,1.2kg,中国大陆,AZF-B20电水壶,电热水壶,自动断电，防干烧,1.8L以上,外塑内钢",自动断电，防干烧,1.6-2.0升,半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色
奔腾（POVOS）电水壶1.5L双层保温食品级304不锈钢绿色S1556,奔腾厨电官方旗舰店,1998216,129.00,69.00,32000,98,31000,400,200,奔腾（POVOS）,外观漂亮 水壶不错 使用方便 不锈钢很好 速度快 烧水时间短 东西不错 没有异味 保温功能好 容量大,"奔腾S1556,1998216,1.24kg,中国大陆,电热水壶,过热保护，自动断电，防干烧，过滤,1.5L,外塑内钢",过热保护，自动断电，防干烧，过滤,1.2-1.5升,奔腾S1556
【京仓发货】容声自动抽水壶家用电热烧水壶一体保温自吸式上电水壶电热水壶自动上水断电开水煲器,生活日记电器专营店,11816226706,599.00,149.00,100,96,100,1,5,【京仓发货】容声自动抽水壶家用电热烧水壶一体保温自吸式上电水壶电热水壶自动上水断电开水煲器,不锈钢很好 烧水时间短 东西不错 水壶不错 烧水声音小 使用方便 保温功能好 外观漂亮 速度快 没有异味,"【京仓发货】容声自动抽水壶家用电热烧水壶一体保温自吸式上电水壶电热水壶自动上水断电开水煲器,11816226706, ,1.8kg,中国大陆,RS-B507,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，预约烧水,1L,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，预约烧水,1L,【京仓发货】容声自动抽水壶家用电热烧水壶一体保温自吸式上电水壶电热水壶自动上水断电开水煲器
苏泊尔（SUPOR）电水壶电热水壶SWF17E23A全钢无缝防烫保温,苏泊尔官方旗舰店,3218772,399.00,129.00,9500,98,9300,100,80,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 速度快 烧水时间短 使用方便 不锈钢很好 东西不错 没有异味 烧水声音小,"苏泊尔SWF17E23A,3218772,1.35kg,中国大陆,电热水壶,自动断电，防干烧,1.7L,外塑内钢",自动断电，防干烧,1.6-2.0升,苏泊尔SWF17E23A
志高（CHIGO） 【京仓发货】电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色,志高厨房电器旗舰店,10529543939,94.00,39.90,26000,96,25000,500,400,志高（CHIGO）,水壶不错 外观漂亮 东西不错 使用方便 烧水时间短 没有异味 容量大 还可以吧 不锈钢很好 速度快,"志高（CHIGO） 【京仓发货】电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色,10529543939, ,1.08kg,中国大陆,ZJ18A,电热水壶,过热保护，自动断电，防干烧，除氯，保温,1.8L,外塑内钢",过热保护，自动断电，防干烧，除氯，保温,1.6-2.0升,志高（CHIGO） 【京仓发货】电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色
格来德（Grelide）电水壶304不锈钢1.8升WWK-1805S,格来德官方旗舰店,863383,99.00,59.00,51000,97,50000,1100,200,格来德 （Grelide）,水壶不错 使用方便 不锈钢很好 东西不错 速度快 容量大 烧水时间短 没有异味 外观漂亮 烧水声音小 没有异味 使用方便 烧水声音小 容量大 不锈钢很好 水壶不错 速度快 没有异味 容量大,"格来德WWK-1805S,863383,1.2kg,江苏淮安,自动断电，防干烧",自动断电，防干烧,格来德WWK-1805S,格来德WWK-1805S
奥克斯（AUX）电水壶304不锈钢电热水壶烧水壶双层防烫1.8升 HX-128K1,奥克斯厨房电器旗舰店,943378,288.00,66.00,34000,96,33000,800,300,奥克斯（AUX）,外观漂亮 容量大 水壶不错 速度快 东西不错 使用方便 烧水时间短 没有异味 不锈钢很好 烧水声音小 水壶不错 没有异味 隔热效果好,"奥克斯HX-128K1,943378,1.45kg,广东佛山,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.6-2.0升,奥克斯HX-128K1
