p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,capacity,X_name
卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P,卓朗厨具旗舰店,12263691051,698.00,199.00,600,98,600,6,6,卓朗,外观漂亮 烧水时间短 没有异味 水壶不错 东西不错 烧水声音小 速度快 使用方便 不锈钢很好 还可以吧 水壶不错 烧水声音小 外观漂亮 烧水时间短,"卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P,12263691051, ,1.8kg,中国大陆,F-649B,电热水壶,过热保护，自动断电，防干烧,1.7L,单层不锈钢",过热保护，自动断电，防干烧,1.6-2.0升,卓朗 美国ZoomlandF-649B进口温控电水壶304不锈钢烧水壶 1.7L电热水壶 粉色甜蜜少女心电水壶F-649P
奥克斯（AUX）电水壶304不锈钢电热水壶烧水壶双层防烫1.8升 HX-128K1,奥克斯厨房电器旗舰店,943378,288.00,66.00,34000,96,33000,800,300,奥克斯（AUX）,外观漂亮 容量大 水壶不错 速度快 东西不错 使用方便 烧水时间短 没有异味 不锈钢很好 烧水声音小 水壶不错 没有异味 隔热效果好,"奥克斯HX-128K1,943378,1.45kg,广东佛山,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.6-2.0升,奥克斯HX-128K1
【京仓发货】志高（CHIGO）电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色,志高厨房电器旗舰店,10529543939,94.00,39.90,26000,96,25000,500,400,志高（CHIGO）,水壶不错 外观漂亮 东西不错 使用方便 烧水时间短 没有异味 容量大 还可以吧 不锈钢很好 速度快,"志高（CHIGO） 【京仓发货】电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色,10529543939, ,1.08kg,中国大陆,ZJ18A,电热水壶,过热保护，自动断电，防干烧，除氯，保温,1.8L,外塑内钢",过热保护，自动断电，防干烧，除氯，保温,1.6-2.0升,志高（CHIGO） 【京仓发货】电热水壶 304不锈钢热水壶 烧水壶1.8L电水壶 淡蓝色
奔腾（POVOS）电水壶1.5L食品级304不锈钢快速加热PK1598T,奔腾厨电官方旗舰店,404422,239.00,59.00,260000,96,250000,8900,2500,奔腾（POVOS）,水壶不错 速度快 使用方便 东西不错 烧水时间短 不锈钢很好 外观漂亮 没有异味 还可以吧 容量大 容量大 速度快 使用方便 没有异味 东西不错,"奔腾PK1598T,404422,1.04kg,上海,电热水壶,过热保护，自动断电，防干烧，过滤,1.5L,单层不锈钢",过热保护，自动断电，防干烧，过滤,1.2-1.5升,奔腾PK1598T
九阳（Joyoung）电水壶进口品牌温控器电热水壶无缝内胆K17-F618,九阳厨房电器旗舰店,4776124,199.00,99.00,4000,98,3900,50,40,九阳（Joyoung）,,"九阳K17-F618,4776124,1.48kg,中国大陆,电热水壶",none,1.6-2.0升,九阳K17-F618
金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A,金灶电水壶旗舰店,1595445860,270.00,238.00,3700,97,3600,60,50,金灶（KAMJOVE）,水壶不错 东西不错 使用方便 外观漂亮 速度快 不锈钢很好 没有异味 烧水时间短 烧水声音小 还可以吧 使用方便 外观漂亮,"金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A,1595445860, ,3.45kg,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1.1升以下,金灶（KAMJOVE）感应式电热茶炉 电茶壶自动抽水功夫茶具 T-800A
金灶（KAMJOVE）全智能自动上水电热水壶 全自动电茶炉 玻璃茶艺壶 G9 香槟金,金灶电水壶旗舰店,10513732512,490.00,475.00,1600,98,1600,20,20,金灶（KAMJOVE）,外观漂亮 使用方便 水壶不错 东西不错 速度快 烧水时间短 容量大 没有异味 烧水声音小 保温功能好 保温功能好 水壶不错 使用方便 没有异味 外观漂亮,"金灶（KAMJOVE）全智能自动上水电热水壶 全自动电茶炉 玻璃茶艺壶 G9 香槟金,10513732512, ,3.2kg,中国大陆,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1L以下,耐高温玻璃",过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1.1升以下,金灶（KAMJOVE）全智能自动上水电热水壶 全自动电茶炉 玻璃茶艺壶 G9 香槟金
新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15,新功SEKO官方旗舰店,1117668850,598.00,261.00,2800,91,2500,100,100,新功（SEKO）,水壶不错 外观漂亮 使用方便 东西不错 速度快 不锈钢很好 没有异味 烧水时间短 还可以吧 烧水声音小 不锈钢很好 外观漂亮 使用方便 没有异味 不锈钢很好 烧水声音小 水壶不错,"新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15,1117668850, ,5.0kg,K15,电茶炉,过热保护，自动断电，防倾倒防溢，保温，自动上水,1L以下,单层不锈钢",过热保护，自动断电，防倾倒防溢，保温，自动上水,1.1升以下,新功（SEKO） 电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K15
美的（Midea）电水壶HE1504a 304不锈钢电热水壶 1.5L容量 智能手柄控温 双层全钢烧水壶,美的生活电器自营官方旗舰店,3980624,999.00,339.00,1300,97,1300,30,10,美的（Midea）,外观漂亮 水壶不错 速度快 不锈钢很好 烧水声音小 烧水时间短 使用方便 东西不错 没有异味 保温功能好 外观漂亮 烧水声音小 速度快 不锈钢很好 东西不错 没有异味 不锈钢很好 外观漂亮 烧水声音小 东西不错 保温功能好 使用方便 容量大 烧水时间短 不锈钢很好,"美的HE1504a,3980624,1.8kg,中国大陆,HE1504a,自动断电，防干烧，保温",自动断电，防干烧，保温,none,美的HE1504a
美的（Midea） 电水壶1.5L高硼硅玻璃养生壶 智能预约保温电热水壶WGE1701b,美的生活电器旗舰店,12338054383,219.00,159.00,100,96,100,4,2,美的（Midea）,外观漂亮 水壶不错 使用方便 东西不错 烧水声音小 容量大 烧水时间短 一般 还可以吧 不锈钢很好 外观漂亮 东西不错 外观漂亮 水壶不错,"美的（Midea） 电水壶1.5L高硼硅玻璃养生壶 智能预约保温电热水壶WGE1701b,12338054383, ,2.1kg,WGE1701b,电热水壶,保温,1.7L,耐高温玻璃",保温,1.7L,美的（Midea） 电水壶1.5L高硼硅玻璃养生壶 智能预约保温电热水壶WGE1701b
格来德（Grelide）电水壶304不锈钢4.2升WWK-4201S,格来德官方旗舰店,641729,199.00,119.00,18000,97,18000,300,100,格来德 （Grelide）,容量大 水壶不错 使用方便 不锈钢很好 速度快 外观漂亮 东西不错 烧水时间短 没有异味 烧水声音小 还可以吧 东西不错 外观漂亮 没有异味 容量大,"格来德WWK-4201S,641729,1.8kg,江苏淮安,自动断电，防干烧",自动断电，防干烧,none,格来德WWK-4201S
心好（xinhao）全自动上水电热水壶烧水壶热水壶电水壶电热壶电茶炉茶具套装H2 H2金色带遥控全自动双炉,心好电器旗舰店,11154790492,498.00,338.00,2300,100,2300,0,7,心好（xinhao）,东西不错 速度快 外观漂亮 使用方便 没有异味 不锈钢很好 很喜欢 还不错 质量不错 质量好,"心好（xinhao）全自动上水电热水壶烧水壶热水壶电水壶电热壶电茶炉茶具套装H2 H2金色带遥控全自动双炉,11154790492, ,2.3kg,中国大陆,心好H1,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温,1.2L,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温,1.2L,心好（xinhao）全自动上水电热水壶烧水壶热水壶电水壶电热壶电茶炉茶具套装H2 H2金色带遥控全自动双炉
金灶（KAMJOVE）自动上水电热水壶 加水器 电茶壶 智能电茶炉 T-600A,金灶电水壶旗舰店,1595131273,270.00,238.00,2100,97,2000,30,30,金灶（KAMJOVE）,使用方便 水壶不错 外观漂亮 东西不错 不锈钢很好 速度快 烧水时间短 烧水声音小 还可以吧 没有异味,"金灶（KAMJOVE）自动上水电热水壶 加水器 电茶壶 智能电茶炉 T-600A,1595131273, ,3.45kg,中国大陆,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1.1升以下,金灶（KAMJOVE）自动上水电热水壶 加水器 电茶壶 智能电茶炉 T-600A
拓璞 创造TOPCREATING玻璃电水壶 热水壶 肖特玻璃电热水壶DK270NB 烧水壶,拓璞电器旗舰店,1503888862,956.00,598.00,2100,99,2100,10,9,拓璞,外观漂亮 使用方便 水壶不错 速度快 没有异味 烧水时间短 容量大 烧水声音小 东西不错 不锈钢很好 烧水声音小 烧水时间短 使用方便,"拓璞 创造TOPCREATING玻璃电水壶 热水壶 肖特玻璃电热水壶DK270NB 烧水壶,1503888862, ,2.145kg,电热水壶,过热保护，自动断电，防干烧,1.6L,耐高温玻璃",过热保护，自动断电，防干烧,1.6-2.0升,拓璞 创造TOPCREATING玻璃电水壶 热水壶 肖特玻璃电热水壶DK270NB 烧水壶
半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色,全球专营店,10069771448,79.00,39.90,13000,96,12000,300,200,半球（Peskoe）,水壶不错 外观漂亮 使用方便 容量大 速度快 东西不错 烧水时间短 不锈钢很好 没有异味 烧水声音小,"半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色,10069771448, ,1.2kg,中国大陆,AZF-B20电水壶,电热水壶,自动断电，防干烧,1.8L以上,外塑内钢",自动断电，防干烧,1.6-2.0升,半球(peskoe) 电水壶 304不锈钢自动断电防干烧电热水壶AZF-B20 紫色
心好电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K7 电磁茶炉双壶款,心好电器旗舰店,1757469753,588.00,398.00,3900,98,3900,20,20,心好（xinhao）,使用方便 烧水声音小 保温功能好 外观漂亮 价格便宜 物超所值 和图片一样 值得推荐 和描述一样 物美价廉 外观漂亮 使用方便 烧水时间短 使用方便 速度快 没有异味,"心好电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K7 电磁茶炉双壶款,1757469753, ,4.0kg,中国大陆,电茶炉,过热保护，自动断电，防干烧，电动出水，自动上水,1.2L,单层不锈钢",过热保护，自动断电，防干烧，电动出水，自动上水,1.2-1.5升,心好电磁茶炉自动上水茶具套装 泡茶电磁炉三合一 电热水壶烧水壶K7 电磁茶炉双壶款
九阳（Joyoung）电水壶1.7L电热水壶恒定保温双层防烫K17-FW22,九阳厨房电器旗舰店,2194386,299.00,99.00,15000,98,15000,200,100,九阳（Joyoung）,外观漂亮 水壶不错 使用方便 保温功能好 不锈钢很好 速度快 东西不错 烧水时间短 没有异味 容量大 烧水时间短 不锈钢很好,"九阳K17-FW22,2194386,1.36kg,中国大陆",none,1.6-2.0升,九阳K17-FW22
格来德（Grelide）电水壶304不锈钢电热水壶双层防烫WWK-D1513,格来德官方旗舰店,990687,159.00,59.00,46000,98,45000,600,200,格来德 （Grelide）,外观漂亮 水壶不错 使用方便 东西不错 不锈钢很好 容量大 速度快 没有异味 烧水时间短 烧水声音小 使用方便 东西不错 烧水时间短,"格来德WWK-D1513,990687,1.27kg,江苏淮安,自动断电，防干烧",自动断电，防干烧,none,格来德WWK-D1513
松下（Panasonic） 进口电热水瓶 烧水壶电热水壶开水壶 3l4l大小可选四段保温 NC-EG3000/3升,跨境网专营店,1954360106,1299.00,539.00,2000,98,2000,20,10,None,保温功能好 外观漂亮 东西不错 使用方便 水壶不错 烧水声音小 没有异味 容量大 速度快 还可以吧 烧水时间短 没有异味 外观漂亮 水壶不错 烧水声音小 保温功能好 保温功能好 不锈钢很好 烧水声音小,"松下（Panasonic） 进口电热水瓶 烧水壶电热水壶开水壶 3l4l大小可选四段保温 NC-EG3000/3升,1954360106, ,1.0kg,电热水瓶,自动断电，防干烧，除氯，保温,1.8L以上,外塑内钢",自动断电，防干烧，除氯，保温,none,松下（Panasonic） 进口电热水瓶 烧水壶电热水壶开水壶 3l4l大小可选四段保温 NC-EG3000/3升
拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 黑色,拓璞电器旗舰店,1504044966,598.00,398.00,2000,98,1900,20,10,拓璞,水壶不错 外观漂亮 使用方便 东西不错 保温功能好 烧水声音小 不锈钢很好 还可以吧 没有异味 容量大 没有异味 使用方便 不锈钢很好 外观漂亮 容量大 东西不错 保温功能好 保温功能好 没有异味 容量大 不锈钢很好 使用方便 水壶不错,"拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 黑色,1504044966, ,1.3kg,电热水壶,自动断电，保温,1L以下,外塑内钢",自动断电，保温,1.1升以下,拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 黑色
意大利德龙（Delonghi） KBO2001（橄榄绿）电热水壶 食品级304不锈钢 1.7升 大容量 自动断电 欧洲技术,德龙官方旗舰店,1213863,799.00,690.00,1200,99,1200,10,6,德龙（Delonghi）,外观漂亮 水壶不错 容量大 东西不错 使用方便 不锈钢很好 没有异味 速度快 烧水声音小 烧水时间短 水壶不错 外观漂亮,"德龙KBO2001(绿),1213863,1.76kg,广东广州",none,none,德龙KBO2001(绿)
苏泊尔（SUPOR)电水壶电热水壶SWF18E09B紫瑛1.8L,苏泊尔官方旗舰店,1501698,299.00,109.00,23000,97,22000,500,200,苏泊尔（SUPOR）,外观漂亮 容量大 水壶不错 不锈钢很好 速度快 使用方便 东西不错 烧水时间短 没有异味 保温功能好,"苏泊尔SWF18E09B,1501698,1.28kg,中国大陆,6950610207310,电热水壶,自动断电，防干烧,1.8L",自动断电，防干烧,1.6-2.0升,苏泊尔SWF18E09B
苏泊尔（SUPOR）电水壶电热水壶SWF15E19B双层防烫保温马卡龙蓝,苏泊尔官方旗舰店,3221910,299.00,79.00,5300,98,5200,70,40,苏泊尔（SUPOR）,外观漂亮 水壶不错 使用方便 东西不错 速度快 不锈钢很好 没有异味 烧水时间短 容量大 保温功能好 保温功能好 外观漂亮 不锈钢很好 没有异味 使用方便 速度快 烧水时间短,"苏泊尔SWF15E19B,3221910,1.29kg,中国大陆,电热水壶,自动断电，防干烧,1.5L,外塑内钢",自动断电，防干烧,1.2-1.5升,苏泊尔SWF15E19B
苏泊尔（SUPOR）电水壶热水壶电热水壶电热水瓶4段温控 SWF45E52B,苏泊尔官方旗舰店,4764278,499.00,219.00,1400,97,1300,20,10,苏泊尔（SUPOR）,外观漂亮 水壶不错 使用方便 容量大 东西不错 保温功能好 没有异味 不锈钢很好 烧水时间短 速度快,"苏泊尔SWF45E52B,4764278,3.23kg,中国大陆,电热水瓶,自动断电，防干烧，电动出水，除氯，保温,1.8L以上",自动断电，防干烧，电动出水，除氯，保温,2.0升以上,苏泊尔SWF45E52B
荣事达（Royalstar）电水壶电热水壶烧水壶304不锈钢5L大容量JY50B3,荣事达小家电官方旗舰店,1001375,159.00,109.00,16000,97,15000,400,100,荣事达（Royalstar）,容量大 水壶不错 使用方便 东西不错 不锈钢很好 外观漂亮 速度快 没有异味 烧水声音小 烧水时间短,"荣事达JY50B3,1001375,1.4kg,中国大陆,防干烧",防干烧,2.0升以上,荣事达JY50B3
拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 桔色,拓璞电器旗舰店,1504044964,598.00,398.00,2000,98,1900,20,10,拓璞,外观漂亮 水壶不错 烧水时间短 东西不错 使用方便 烧水声音小 不锈钢很好 没有异味 速度快 保温功能好 没有异味 使用方便 不锈钢很好 外观漂亮 速度快 烧水声音小 烧水时间短 外观漂亮,"拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 桔色,1504044964, ,1.3kg,电热水壶,自动断电，保温,1L以下,外塑内钢",自动断电，保温,1.1升以下,拓璞 创造DK342电水壶304不锈钢电热水壶保温迷你烧水壶多功能养生壶旅行壶0.5L 桔色
美的（Midea）电水壶WHJ1507b 304不锈钢电热水壶 1.5L容量 无缝一体内胆 炫彩双层防烫烧水壶,美的生活电器自营官方旗舰店,1908296,299.00,99.00,19000,97,19000,300,200,美的（Midea）,外观漂亮 水壶不错 速度快 不锈钢很好 东西不错 使用方便 烧水时间短 容量大 没有异味 保温功能好,"美的WHJ1507b,1908296,1.72kg,中国大陆,MK-HJ1507,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,美的WHJ1507b
金灶（KAMJOVE）自动上水电磁炉 茶具烧水壶 功夫茶泡茶电磁茶炉 D608,金灶电水壶旗舰店,1655256270,310.00,268.00,2100,93,1900,70,60,金灶（KAMJOVE）,外观漂亮 使用方便 东西不错 水壶不错 速度快 烧水时间短 不锈钢很好 还可以吧 烧水声音小 没有异味,"金灶（KAMJOVE）自动上水电磁炉 茶具烧水壶 功夫茶泡茶电磁茶炉 D608,1655256270, ,3.1kg,中国大陆,电茶炉,过热保护，自动断电，电动出水，保温,1L以下,单层不锈钢",过热保护，自动断电，电动出水，保温,1.1升以下,金灶（KAMJOVE）自动上水电磁炉 茶具烧水壶 功夫茶泡茶电磁茶炉 D608
新功（SEKO） 全自动黑茶煮茶器 玻璃电热水壶 蒸汽热压普洱壶功夫茶具养生壶 N20 N20智能喷淋式煮茶器,新功SEKO官方旗舰店,1344900563,564.00,269.00,1500,95,1500,40,30,新功（SEKO）,水壶不错 使用方便 外观漂亮 没有异味 速度快 烧水时间短 一般 东西不错 不锈钢很好 还可以吧,"新功（SEKO） 全自动黑茶煮茶器 玻璃电热水壶 蒸汽热压普洱壶功夫茶具养生壶 N20 N20智能喷淋式煮茶器,1344900563, ,1.0kg,N20,煮茶器,过热保护，自动断电，防干烧，防倾倒防溢，过滤，保温，预设水温，显示水温,1.2L,耐高温玻璃",过热保护，自动断电，防干烧，防倾倒防溢，过滤，保温，预设水温，显示水温,1.1升以下,新功（SEKO） 全自动黑茶煮茶器 玻璃电热水壶 蒸汽热压普洱壶功夫茶具养生壶 N20 N20智能喷淋式煮茶器
志高（CHIGO） 电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 8218 黑色(全自动),志高金杞专卖店,10338437183,268.00,178.00,700,94,600,20,10,志高（CHIGO）,东西不错 水壶不错 速度快 不锈钢很好 使用方便 外观漂亮 烧水时间短 没有异味 保温功能好 烧水声音小,"志高（CHIGO） 电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 8218 黑色(全自动),10338437183, ,3.0kg,中国大陆,8218,电茶炉,过热保护，自动断电，防干烧，防倾倒防溢，电动出水，自动上水，预设水温，显示水温，智能续水,1.2L,单层不锈钢",过热保护，自动断电，防干烧，防倾倒防溢，电动出水，自动上水，预设水温，显示水温，智能续水,1.2-1.5升,志高（CHIGO） 电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 8218 黑色(全自动)
英国凯伍德（KENWOOD）JKP250 旅行迷你电水壶,凯伍德旗舰店,796377,459.00,390.00,1400,98,1300,10,8,凯伍德（KENWOOD）,使用方便 水壶不错 外观漂亮 东西不错 烧水声音小 没有异味 烧水时间短 速度快 还可以吧 保温功能好 使用方便 烧水声音小 没有异味,"凯伍德JKP250,796377,0.7kg,广东惠州",none,0.5,凯伍德JKP250
虎牌（Tiger）PFY-A08C 电水壶 白色,虎牌厨电旗舰店,1358001,699.00,448.00,1400,98,1300,10,9,虎牌（TIGER）,烧水声音小 水壶不错 烧水时间短 外观漂亮 使用方便 速度快 东西不错 保温功能好 没有异味 不锈钢很好 水壶不错 水壶不错 速度快 烧水时间短 烧水声音小 外观漂亮 速度快,"虎牌PFY-A08C,1358001,1.68kg,中国大陆",none,1.1升以下,虎牌PFY-A08C
新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5,新功SEKO官方旗舰店,1117277049,138.00,59.00,12000,96,11000,200,200,新功（SEKO）,水壶不错 使用方便 外观漂亮 烧水时间短 不锈钢很好 东西不错 速度快 没有异味 烧水声音小 还可以吧,"新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5,1117277049, ,2.0kg,S5,电热水壶,自动断电，防干烧，防倾倒防溢,1L以下,单层不锈钢",自动断电，防干烧，防倾倒防溢,1.1升以下,新功（SEKO） 1.0L304不锈钢电热水壶 电水壶烧水壶 电茶壶电热壶茶具 S5
