content_1,score
"""宝贝很不错，装上了，送货也很快",1
"""安装很及时，安装师傅很认真，赞",1
"""安装师傅很认真，满意的一次购物。",1
"""服务很好。安装很快，收费合理。",1
"""做活动的价格还可以。现价有点高",1
"""外观不错 价格合理 安装服务也很好",1
"""还没用。买来备着。夏天就不好买了",1
"""安装很到位，师傅还帮忙扫地，太客气了。",1
"""制热效果不错，安装师傅很负责。格力的品质，值得购买。",1
"""很漂亮，安装师傅服务态度特别好，特别喜欢。3-15买的，超划算，点个赞",1
"""京东配送很快，安装师傅态度很好，还教我们使用方法，真的不错。",1
"""外型很漂亮，物超所值，发货很快，服务很好，愉快的一次网够，下次还会光顾",1
"""已经安装了，安装师傅态度很好，手艺也还不错&hellip;制冷效果，坐等夏天了&hellip;",1
"""打折的时候购买的 价格非常划算 格力的产品信得过 很静音 制冷效果好",1
"""好空调格力造！不错，一直很喜欢格力的空调，静音省电环保，制冷效果也很好",1
"""非常满意，虽然没有安装，但送货员非常负责态度热情，一百个赞！！",1
"""东西非常不错，安装师傅非常给力，我给82分剩下的因为给你666?",1
"""刚安装好，师傅安装态度很好，试用了下还不错，对格力的品牌一直比较认可，等入住后再观察使用情况",1
"""功能很多，噪音小，快递和安装服务都很满意",1
"""安装工人不错，很专业，就是三个空调又收了我840元的管子费！",1
"""真心不错，空调静音效果很好，师傅更好，还很贴心的帮忙换了个插座",1
"""配送和安装服务都很快，效率很高，调试了效果不错，格力空调杠杠滴",1
"""宝贝收到了，感觉很不错。安装师傅也挺好。装完试机很满意，给好评",1
"""京东的配送很快。机器的内外机的声音都比较小，不错。",1
"""安装免费自己打孔，发货速度隔天到，制冷效果还没试希望满意。",1
"""一直支持格力空调，这次装了以后效果一样的满意。以后还会考虑格力空调。",1
"""发货快，安装服务也挺好。空调机嘛，试运行，还是非常满意的。",1
"""昨天送到，今天安装，速度挺快的，师傅很给力，专业，很快就搞定了，空调还是选格力的好",1
"""今天下雪，但是还是如其送至，安装也很到位。满意！五星！",1
"""空调感觉挺漂亮的，制热也挺快，还不错，价格也挺合适的，外机好像比另外一款少了保护栏，安装师傅说因为出厂时间不同，总体还不错，就是加的线挺贵的，加了2.5米，85一米",1
"""新家买的！装上效果还不错。想买一级能耗的银子不够",1
"""还好吧，今天到货暂时还没安装。装好了再来追加评论",1
"""空调很好，款式非常漂亮，满意，打了一会儿暖气很舒服",1
"""发货速度快,安装师傅也很专业,服务一流,棒棒哒!",1
"""送货很快，第二天就送货安装了，静音空调，很好。",1
"""相信格力空调，凉之静一代很好，二代应该不会差。",1
"""非常开心的一次购机，接单、送货以及安装服务都很不错。足不出户就可以得到如许多的服务，感觉真不错，机子还未应用，应用后再追加评论。上初中二年级的儿子的&ldquo;去网上购买&rdquo;的提议，为我省了不少的事。",1
"""服务态度好，不论是客服还有安装的师傅，空调也很好。",1
"""关注一段时间后买的，配送和安装都会提前联系，京东现在服务做的确实是越来越到位，买完降价也找回了差价。",1
"""送货比较快。\n安装师傅态度很好。\n买了两台，东西没有仔细试，整体感觉可以。只希望JD别再瞎调价格了。",1
"""半小时前通知送货，半小时后送达！再半小时安装师傅就到了！很快装好，凉风习习。这个夏天就宅这空调房里啦！",1
"""格力空调值得拥有！大牌子给力！京东商城网购送货上门速度快，快递哥们态度好！格力空调售后做的好！买空调还是选格力！",1
"""自己用的空调选好点的，空调安静好用又智能，晚上使用很安静变频的。我们是在农村上门安装的师傅很专业，没有乱收费只有收了个架子钱，价格也很合理80块，格力空调质量很放心，安装很快捷室内机都不用钻墙了，干净有没有灰尘，刚新刷墙的一点灰尘都没有很专业，送货配送也很好，打算新房子的空调全部京东买安装放心",1
"""快递送货很快，安装到位，服务没得说，希望空调不要出问题，信赖格力",1
"""第一次用智能空调，下载了京东微联很好用，很方便，科技感很强。空调很漂亮，安装师傅态度太好了，和我们的建议也很专业，满意的一次购物。",1
"""格力（GREE）大-1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(26597-1)FNCaD-A2",1
"""声音很小 棒棒哒",1
"""格力空调值得信赖",1
"""宝贝正品，美观大方，制热快！",1
"""商品很喜欢。安装师傅也很好",1
"""送货很及时，快递小哥人很好",1
"""安装完成，应该不错吧。",1
"""送货超快，态度很好，昨天下午买的，今天早上9点就到了",1
"""空调美观，安装快!服务好!",1
"""物美价廉，格力还是很不错的",1
"""很好，看着挺有档次，刚安好！",1
"""服务态度好，安装很专业！",1
"""还没用，用过了再来评价吧",1
"""外观漂亮，安装师傅态度很好，满意",1
"""整体还不错，除了原包装漏配了一对遥控板电池以外，其它都还满意。",1
"""红红火火恍恍惚惚哈哈哈生生世世",1
"""挺满意的，就是插座不能用。安装师傅挺尽心。尽力的谅解。满意！",1
"""工人干活很仔细、卫生保持的很好。",1
"""感觉还可以，已经安装了，速度很快",1
"""刚装上 还没开始用 效果待确定",1
"""非常好，颜色款式都好，制冷快",1
"""挺好看的，制热很快，可以。。",1
"""还行，外观看着挺漂亮，还没用",1
"""还行吧，各方面都挺好，就是墙面弄的有点脏&hellip;给个好评，希望质量过关",1
"""一直买格力空调，大品牌，一如即往的好！按装师傅汪静服务也非常棒！",1
"""这次京东网购挺满意。希望格力空调能耐用。",1
"""非常好哦，一次性买了三个空调！不仅外观好看！性能也非常棒！推荐格力！",1
"""还没安装，货品不错，服务跟快递都是一流，非常满意，安装好后再来评价",1
"""安装好，服务好，产品好。。。。",1
"""非常不错，颜色也非常喜欢，下次有需要还会再买，也会推荐给朋友。",1
"""安装人员收了一百块的超高作业费，管子长度不够，又收了九十块钱，想起来就心疼。安装收费太狠了！！",1
"""物流很快，安装师傅很好，非常顺利。空调本身的话就要等用了再追评。",1
"""安装师傅很给力，方方面面都想的很周到，当时应该多拍几张照片的",1
"""东西很好，安装师傅特别好。",1
"""安装师傅很专业，金色好看",1
"""空调买回来的时候，师傅拆开包装装上去发现空调表面有一条比较深的划痕。怀疑是运输过程造成的损坏，打了客服电话，表示可以换货，只是拆下来再装太麻烦了，最后不换了。京东的服务还是可以的。",1
"""相信格力空调品质，相信京东！",1
"""送货快速 送货人员态度很好",1
"""东西挺好，安装师傅也给力！",1
"""很好，智能控温。相信京东",1
"""外型好看，用着也舒服，相信格力品牌",1
"""挂件静音效果好是，颜色挺好，不错。",1
"""很好，送货很快，价格还低，超值，还会再来的，购物上京东，省钱又省心。真的很不错。",1
"""货收到了，就等着师傅来安装了！",1
"""不错，物超所值。",1
"""外观很漂亮，安装师傅很给力",1
"""非常的好，颜色华丽，不错不错",1
"""格力不管是产品和服务都是很棒的，郁闷的就是京东，说什么以旧换新，都安装了都没有人来拆旧机器，妈的，以旧换新全部都是忽悠人啊。给了个破电话，让我联系，根本就打不通。还跟我说这不是他们负责，做不到就别写在自己的页面上啊。",1
"""十年前买过这个牌子的空调，很好用。这次再买一个高档的。物流、安装都很快。服务态度很好，在此特点个大赞！京东网上购物很方便，以后一定会多多关注。",1
"""格力，就是给力，值得购买！",1
"""东西好，安装快！",1
"""安装服务好",1
"""安装人员服务非常好！",1
"""做工精细，漂亮！大品牌，应该还好！",1
"""香槟色的室内机，很典雅大方。外机不大，不占空间。安装小哥服务很好",1
"""确实是不错！工作人员服务态度超级棒！！",1
"""挺好的，格力售后的安装很专业，服务很好",1
"""不错，看上去很漂亮，很安静，风量足够用",1
"""货按要求时间送到，还没装，不知效果如何。",1
"""京东送货很快，安装工人上门及时，服务也不错。",1
"""师傅费了很大功夫才装好 辛苦了 高空安装费-100 加一米馆90 标准收费",1
"""董明珠不好好造空调，跑去造什么车啊！",1
"""外观漂亮大气，制热效果明显，耗电量有待考证。",1
"""超级好看，装修师傅也很好，信任格力，希望质量也很好！",1
"""买了两个，主次卧各一个，感觉还行，安装也好，还没用，过段时间再评",1
"""非常完美 安装师傅也很给力 一会就安好了真麻利啊",1
"""非常好，颜色和我家的墙漆很搭，制冷和制热也都很快",1
"""师傅非常不错，颜色也我老婆喜欢的！当场还试运行了，都很好！格力大品牌，放心！",1
"""安装师傅好敬业、好专业，高空作业那么危险也做好各种调试再安装。安装完也测试",1
"""制热还是挺快的，外观很漂亮，安装师傅们真心不错，高空作业又辛苦又危险，好评",1
"""评论晚了，非常好的一款空调，安装快，值得推荐",1
"""收到货挺喜欢的，师傅安装也到位，很感谢！",1
"""空调很漂亮，安装师傅很热情，安的又快又好",1
"""国内还是格力好，颜色漂亮，静音效果强，因为是冬天只能制热。效果还是很满意。送货第二天就来安装了，安装人员很专业。",1
"""外现大气漂亮，声音很小基本可以忽略，总之格力质量是信得过的，所以全部都用格力。",1
"""空甜没说的，主要是安装费了老大的劲，真的有危险，感谢师傅们的负责敬业啊",1
"""格力空调没得说，外观漂亮，运行几乎没什么声音，真正的静音。京东安装服务非常到位，空调到了以后，每天都有电话问什么时候安装。给我安装的张军师傅一个人安装三台，技术好，安装速度快。京东，格力，售后安装全部五星。",1
"""空调很安静，室外机也是很静。应该没买错，希望耐用啦！",1
"""已经安装好，但是还没通电，过两安装好插座再试试",1
"""安装师傅非常的认真，也很热情，每个细节都为客户考虑，服务很到位。。。。。。",1
"""空调安装完成，师傅们很辛苦，拆了防盗网在搞，非常感谢，空调的声音也很小。",1
"""好",1
"""感觉还不错，态度和服务质量都蛮好",1
"""一直买格力。",1
"""非常不错的空调，安装团队也很专业",1
"""双-1-1购买，物流准时，待安装后评价",1
"""商品满意，安装师傅给力，服务周到&hellip;&hellip;",1
"""颜值很高声音也小&hellip;&hellip;&hellip;&hellip;",1
"""快快快捷，方方方便，支持京东！！",1
"""神速发货，刚安装好很不错?的！！",1
"""格力品质值得拥有",1
"""服务很好，安装认真到位。",1
"""给力！外机噪音小，服务也很好。",1
"""趁着格力活动买的，超划算，效果不用说，非常好！",1
"""送货快，服务好，质量有保证！京东，绝对值得信赖！",1
"""双-1-1凌晨买的，当天就收到了，安装师傅也是当天来安装的，服务很好，发货快，空调还没使用，看起来很好看",1
"""安装售后一条龙，安装公司服务很满意，卫生做的很好。",1
"""感觉很好，已装上，安装师傅也不错，制冷挺快的",1
"""外观漂亮，制热效果好，声音很小。一次性买了4台",1
"""第一次京东购物，都说买电器到京东，果然不错?",1
"""很好，不到半个小时就安装完成，很满意售后服务",1
"""安装师傅不错，有耐心，安装尽心，还自带鞋套！",1
"""空调好好好，服务给是一流，安装速度也快，安装难度比较大也给师傅克服了，还没收费，哈哈哈，愉快的购物",1
"""不错不错，安装师傅也很专业",1
"""物流很快，第二天就到了，包装完好",1
"""发货速度很快，安装师傅很迅速很专业。",1
"""很喜欢格力这个品牌！给力",1
"""很好，很漂亮，安装师傅细心。",1
"""应该不错吧，还没怎么用呢。",1
"""挺好的，相信格力的东西。",1
"""送货及时，能相互协调时间",1
"""不错，效果比-1・5p 感觉还好，满意",1
"""帮朋友买的，应该不错吧！",1
"""很好，相信格力，安装师傅也很负责",1
"""机器很给力，安装师傅服务好！",1
"""实物很漂亮，安装师傅很不错。很满意",1
"""服务很好还帮我试机是否漏雪种",1
"""这配送速度，京东可以下了！！！",1
"""漂亮，大气。相信格力的质量。",1
"""送货安装都很快，支持国产品牌",1
"""空调看的没图片漂亮！实物不好看",1
"""配送很急时，安装人员态度很好！",1
"""安装师傅真的很专业，态度超好。",1
"""好评，格力服务靠谱，产品也很靠谱",1
"""空调很不错，声音真的很轻，安装师傅技术很好，安装到位，没有乱收费，给师傅5星，赞一个",1
"""这空调挺好的，已经买了二台了，",1
"""安装师傅态度好！够专业！赞?！",1
"""外形超赞，安装和物流都很给力",1
"""空调质量很好，安装服务很到位！",1
"""还行吧。空调，格力这品牌还是挺好的",1
"""机器样式美观大方，颜色漂亮，送货非常快，安装热情周到，噪声小，值得拥有",1
"""宝贝收到了，因房子还在装修，还没有安装使用，待安装后再评论",1
"""不错，送货安装也很速度！好评",1
"""空调很巴适，效果很好。安装很及时，安装小哥很帅气！",1
"""机器漂亮，送货速度快",1
"""送货很及时，安装师傅当天下午就过来了，服务很好?",1
"""可以，贵点就是比便宜的好，希望耗电量少点",1
"""空调高大上 装机师傅更是棒 热情周到 细节处理非常好 清理垃圾 防护措施等 总的说格力真的好 下套房还选格力！！！",1
"""还可以，送货速度快，态度好，相信格力的质量。",1
"""师傅安装非常专业态度非常好然后干完活还打扫卫生了",1
"""安装师傅很负责，购买安装也很便捷，很满意～",1
"""商品包装好，送货速度快，快递员态度好服务周到",1
"""非常的好，安装的也很快，师傅也很认真很负责",1
"""格力的空调没话说，很好",1
"""空调很好看，还不错，家里3台都是格力的。",1
"""送货师傅态度很好 下雨天送货太不容易了 赞",1
"""这台空调港港的，挺静音的，用起来很顺心，服务也很周到，售后也很好的。但是有一样，就是，这台空调，的价格，总是浮动的很厉害，想再买多一台都卖不到这个价格了。",1
"""挺好，安装师傅很认真，制冷和制热也蛮给力的",1
"""空调还可以，师傅装的很辛苦，给安装师傅点赞",1
"""刚刚安装好，外观精美，功能强大，快递也给力",1
"""安装很专业，就是管线加了钱，出风还是很快的，",1
"""后悔另外2台在**买了，谁让京东不早搞活动。",1
"""很漂亮，物流和安装很快，总体来说不错！",1
"""给退了差额，感谢，服务特别的好，没的说，安装师傅认真，客服态度极好，信赖京东，一如既往",1
"""格力空调，大品牌，质量有保证，很满意。京东购物，快捷。售后服务，满意。",1
"""给售后-180个赞，非常愉快的一次购物，安装师傅很用心，服务很好，空调制热性能不错！",1
"""用了一段时间才来评价的，制热效果不错！声音也不大，挺好！",1
"""这款真的很静，外观也很漂亮，显示灯在夜晚时会自动熄灭，避免灯光影响睡觉，很周到。",1
"""空调不错，效果好，安装人员认真负责，速度快，非常好！",1
"""一直信赖格力 试用了一下还是比较静音的 总体不错",1
"""很好，空调也很漂亮，让人很放心，师傅服务也很好。感谢！",1
"""商品质量很好，很喜欢，京东真不错，京东商品值得信赖",1
"""产品好，档次高，服务也很到位，支持格力支持国货不得说！！！",1
"""空调很喜欢，送货及安装都很及时，安装师傅很负责任，好评",1
"""格力很给力！服务好、装机快！高大上！非常满意！格力忠实用户已购3台了，一如既往支持国产品牌！！",1
"""商品是很不错的，比图片中高档很多，但是京东的价格实在是无力吐槽，波动太大了。",1
"""宝贝儿已安装到位，感谢送货师傅送货到家，还有安装师傅态度非常非常的好，谢谢",1
"""一如既往的信赖格力，赶上搞活动 便宜不少 京东物流也是棒棒的 一下子买了3台",1
"""搞活动买的，帮别人买，物流脱了很久，后面找客服解决了。东西家人反应还好～",1
"""送货及时，安装师傅很用心，由于外机不好安装，师傅都想尽办法安装到最好，必须好评。",1
"""装了一个月，也没怎么开，微联还不错，可以通过网络控制空调，就是配对，对了很久才对上",1
"""东西不错，做活动买的，价格实惠，比实体店划算多了！安装售后也方便，速度都很快！",1
"""这个师付真不错，帮我把所有的空调都装完，还非常耐烦的试机和告诉我注意事项。",1
"""装上了   挺美   格力没的说",1
"""安装师傅非常敬业，我家位置不好安，师傅很耐心安装，并帮忙安装拆卸了纱窗，以后再有需求还会选择格力，支持国产大品牌。",1
"""非常不错的运输速度。赞一个。",1
"""刚刚安装评价，手指头太快按错了，应该要给全五星才对。师傅安装非常流畅专业！也很守时按约定时间准时到达。",1
"""机器漂亮就是有点小贵啊。",1
"""不错，刚好适合，挺漂亮的。",1
"""很好看，制冷很好，格力的质量我信任。老爸很满意。特别表扬安装的师傅，到位很快，服务很好，技术熟练，这么没有单独给安装师傅打分的呢。",1
"""安装很给力\n我家的墙孔真的很难搞\n一个半小时，终于把墙孔弄通了\n试了一下好用\n远程控制APP也连接试用好用\n好评",1
"""好空调 格力造!!！修空调的朋友都建议格力 真的没力理由拒绝 外观时尚 声音小 制冷制暖速度快 配送速度也还行",1
"""相信京东相信格力空调的品牌质量。3-15活动买的，一下买了六部！希望价格真实，对得起我们这种忠实客户！",1
"""放在卧室用，质量挺好，希望能一直一直的好用",1
"""-12买的，今天就装好了！速度特别快，大品牌值得信赖！效果后期再讲吧",1
"""美观大方，来热风又快，安装师傅也很贴心。",1
"""空调不错看着挺好，安装人员也很辛苦很敬业",1
"""效果不错，安装师傅很负责，服务也很好！",1
"""看着还不错，今天收到货立马就安装了，速度??",1
"""物流挺快的，客服态度也很好，价格也非常的实惠",1
"""空调很漂亮，安装师傅速度也快，很满意的购物！",1
"""掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！",1
"""安装好及时，朋友推荐买的，期待郊果。",1
"""不错，挺好看的，格力空调质量也信得过。凉之静二代，希望不会让我失望。感谢师傅的耐心安装。",1
"""京东买东西还是不错的，速度都可以赶上顺丰了，到了价格就可以包邮，包装也还不错，搞活动的时候价格还是挺实惠的",1
"""产品看上去跟图片一样，物流给力，安装师傅热心当天就安装上了，京东服务态度好，办事效率高啊",1
"""空调非常，给力。客服都给力。特别安装师傅一下子都把它全部安装好。就是另外其他费用共360元。",1
"""静音效果不错，省电外观新颖，遗憾的是送货员的素养太差，不懂家电的搬运程序，希望公司培训一下。",1
"""京东速度就是快，从购买到安装三天就搞好了，产品还没正式用不知道怎么样，但外观非常漂亮",1
"""京东师傅很给力，配送安装一体，很速度，！空调也很好，下次还买",1
"""送货快 安装快  不错",1
"""还没使用，感觉应该挺好的哦。毕竟是JD，毕竟是格力空调。而且北京市给的节能补贴真好！",1
"""京东商城值得信赖，我买的空调一周就降价了客服耐心的给我解决问题把差价给我退了回来。",1
"""用过再来追加评价",1
"""家里第三台格力，第一台之前评论说了&hellip;用了-1-1年还没加氟还没坏就卖了，心疼。这次买了俩。质量绝对放心，售后安装超给力，房间空间小特别难装，师傅很耐心，费了好一番功夫，超满意！",1
"""这款金色的很不错，只要下载APP还可以用手机开关控制，特别是夏天这个功能就非常好了，可以在到家前提起开机回来就享受清凉的感觉！",1
"""送货很及时，安装时又买了铜管和架子，买的大一匹感觉够用了。第一次送暖风大概5分钟左右，。。。空调运行时也有声音，不知道算不算静音？",1
"""空调外观很漂亮，冷热试了都很好，如果大家买3台以上，高空作业费封顶300的，这个可以提醒大家一下，不然师傅会按台收。",1
"""双十一买的，可能买的顾客多所以等了差不多-10天吧！是京东商城历来最慢的一次送货了！不过还好啦！安装及时，外型不错，制冷制热都不错！比较满意！京东买电器还是比较放心的！",1
"""周六预约滴安装，师傅约滴-10点，最后-1-1到滴，一直说抱歉，上一家本来说两台，现场结果三台。两个小伙子干活很麻利，北门阳台很危险打架子才过去，三台空调卡卡卡装好，安装时候会和你协商如何与隔壁共用空调位。用了三幅支架 -120元，一米铜管90。按标准收费，赞！",1
"""空调品质很好，颜色很喜欢，格力服务也很好，正在使用！",1
"""京东的快递师傅很准时，4台空调，楼梯房上下楼好几次，特别不容易。安装的师傅也很专业，很细心。\n不过这台面板颜色有点奇怪，格力厂家在看能不能换货。",1
"""感受了一下，制热很快，本来还以为空调买小了，现在不用担心了。安装师傅也很用心，大冷天还要爬那么高那么危险的地方，辛苦了他们。",1
"""样子挺好看的，家人比较满意，格力的品质值得信赖",1
"""服务态度非常好，没有额外收费用，不错，超级赞?",1
"""送货安装都很快，师傅们服务态度都很好，点赞",1
"""制冷不错，制热也可以，大品牌应该可以的",1
"""好，送货快，昨天下单，今天就到了，并且也宠装好了。",1
"""配送及时,服务态度好,产品好用,以后还来买",1
"""售后很周到，安装师傅很负责任，买格力没错！",1
"""品质没的说！正牌的格力。关键是物流超快。安装也及时",1
"""空调发货很快，安装也超快，近期不使用空调，安装师傅专门把空调罩起来了，棒棒哒?",1
"""物流师傅很快，包装完好！期待安装后效果！",1
"""还没有拆开包装，外包装有破损",1
"""快递给力，安装更好，支持格力～～",1
"""看起来很高大上 使用看看再说",1
"""非常漂亮，非常不错，安装快速",1
"""安装的很好，师傅态度很好",1
"""服务好，静音，质感好，买空调就选格力！",1
"""霍华德解决饥饿饥饿己饥己溺",1
"""很好看！上门安装师傅很负责！",1
"""棒棒的，安装非常快，哈哈哈",1
"""价格适中，服务上乘，质量棒棒",1
"""3-15活动购买的，看了好多款最终选中格力凉之静，买空调，选格力，相信不会错，送装很给力，客服一直有电话追踪进度，服务很贴心，信任京东，信任格力。",1
"""京东一如既往的快，格力高品质，支持京东和格力",1
"""物流及时，服务态度热情，国产东西不错，支持国货。",1
"""送货速度很快，工人服务态度很好。买电器，上京东。",1
"""质量可以，安装师傅非常专业",1
"""已经送到，还未安装，希望好用，格力的应该不错。",1
"""信赖格力，信赖京东，虽然中间有点小插曲总体来说还行。",1
"""一直相信格力空调，还在装修，装修好了才安装。",1
"""产品还未使用，感觉应该不错，安装到位，感谢师傅。",1
"""感觉还不错 ，制冷效果还可以的。样子也很好看的",1
"""装上了，外观很好看，变频2级能效，-12平米的空间，制热刚开始效果不是很明显，据说电辅热才行，没试。暂时没发现功能性问题。",1
"""安装师傅都夸这空调质量很好。等用后再晒图",1
"""安装师傅服务到位",1
"""刚开始买了奥克斯，觉得便宜，后来还是换了格力，觉得质量更靠谱，总体不错；另外，京东安装服务比以前规范专业多了，点赞！",1
"""速度 京东购物安全放心 粮食现在也基本就这里了 希望一如既往的好 要对得起大家的信任 做好中国好电商！",1
"""昨天下的单，京东的速度很快，今天就到了，维修人员一清早打电话给我们，说空调一到就马上给他打电话，中午-12点到了，维修人员立马过来，一个小时完工，给个五星好评。",1
"""这次服务很满意",1
"""京东售后真给力",1
"""冷、静星，大爱！值得信赖的商家同产品，送货上们，安装人员非常专业，很有责任心！",1
