title,ask,answer,content,time_now,user,href
,,,实在不能接受帕蒂能的外观，我最后买了三菱72xej,2017-1-15 22:18,babayano,
,,,这两款，按照我如果要买的节奏，先帕蒂能再电机，当然价格也是其中要考虑的一个因素。,2017-1-16 00:59,jesson,
"突然就买了大金,脑袋一热..","本来去苏宁看三菱电机的,但是那个3P的挂机真的太不适合家里装修风格了,银色的面板......,然后突然导购说也有大金的空调,一看大家的那个黄色面板就心动了.....,结果就买了,FTXR272 的黄色面板(客厅用) 和 FTXR236的白色面板(主卧室用),现在想想真的是被外表迷惑了~~,不过看起来真的很好看,湖南地区这两台用起来需要注意什么地方么?",,,2017-1-2 20:56,沨沨,https://www.jdbbs.com/thread-8160518-1-1.html
,,,"老表你好。,毛爷爷叫我带个话给你，原来生活可以更美的·········,有钱真好,好好的用，,人间冷暖，大金心知,·········",2017-1-2 21:54,南昌雪军,
,,"老表你好。,毛爷爷叫我带个话给你，原来生活可以更美的·········","好可怕，好可怕,制冷不行？制热不行？,哭啊",2017-1-2 22:10,沨沨,
,,"好可怕，好可怕,制冷不行？制热不行？,哭啊","几年之后，有一个人，打另外一个人的电话。,带了一把很贵的刀见面的。,到了家中，聊了几句之后。就把钢刀扔掉了。。。。。,后来哪个人，买了一把小刀。叫别人磨成针。,故事讲完了",2017-1-2 22:56,南昌雪军,
,,,看不懂,2017-1-2 23:18,包包神龙,
,,看不懂,我也是,2017-1-3 00:49,沨沨,
,,,帕蒂能得买172,2017-1-3 09:19,疾风鹏少爷,
,,帕蒂能得买172,我只能买挂机，但是三菱的那个颜色太不好看了,2017-1-3 09:23,沨沨,
,,我只能买挂机，但是三菱的那个颜色太不好看了,祝你平安。,2017-1-3 09:27,疾风鹏少爷,
,,祝你平安。,谢谢,2017-1-3 12:40,沨沨,
选择电机还是大金,"地址坐标：上海,使用位置：客厅+餐厅共30㎡左右。房间16㎡。（3P和1.5P）,空调数量：1柜 1 挂,品牌型号：大金帕蒂能，FTXF-135NC-W；三菱电机MFZ-XEJ72VA，MSZ-ZFJ12VA。,电机的店里看过，店里说厅里用60的就够了，但是不知道制热够不够，上海的冬天懂的。问了60的价格是10500，ZFJ的是5500，说是1月份会涨价；价格的话在上海应该还可以，就是电机的柜机好像没有调节自动风速，这个有点纠结，如果开着的话就一直低速或者一直高速么？好奇怪。。。,大金的还没有问过也没看过，不过看论坛帖子多了说帕蒂能是神机，因为考虑到孩子以后会经常在厅里玩（娃还小），F-135的参数比不了ZFJ12，不知道实际用下来怎么样，而且大家都说大金其他机子制热拉稀。。。,本来是想柜机帕蒂能，挂机电机的。不过家里已经2台挂机富士通了。。。不想家里4个空调是3个牌子（因为换房子，装空调还），",,,2016-12-27 21:32,mima_y,https://www.jdbbs.com/thread-8158325-1-1.html
,,,"哥们，你有钱。,上···························",2016-12-27 21:39,南昌雪军,
,,哥们，你有钱。,汗。。。这谈不上吧,2016-12-27 21:42,mima_y,
,,,帕帝能和ZFJ上。。。。。,2016-12-27 21:48,南昌雪军,
,,,帕蒂能那个外形实在接受不了,2016-12-28 18:38,tangtan,
,,,柜机帕蒂能挂机ZFJ起步的配置，新装修还是选中央空调，不占地B格更高。,2016-12-29 09:38,jazzsy,
,,柜机帕蒂能挂机ZFJ起步的配置，新装修还是选中央空调，不占地B格更高。,不是全部重新装修，是局部，所以还是选择分体机,2016-12-29 09:41,mima_y,
,,不是全部重新装修，是局部，所以还是选择分体机,大金太软，适合有毛毛头的环境。,2016-12-29 09:42,jazzsy,
,,大金太软，适合有毛毛头的环境。,什么方面软？我就是考虑毛毛头。不知道是挂机选择法拉利还是新的康达二级,2016-12-29 09:51,mima_y,
,,帕蒂能那个外形实在接受不了,三菱柜机的遥控器我也接受不了。。。。,2016-12-29 09:52,mima_y,
大金vrv-p和vrv-s有什么区别,大金vrv-p和vrv-s有什么区别，在质量上和性能有什么区别,,,2016-12-19 18:37,yooki,https://www.jdbbs.com/thread-8154496-1-1.html
410冷媒大金，移机需要抽真空吗？,电话了一个师傅，说是只要排空，不需要抽真空，抽真空的话，会把原有冷媒都放掉的,,,2016-12-11 00:19,ultralisk,https://www.jdbbs.com/thread-8051772-1-1.html
,,,只能说 您遇到低手,2016-12-11 02:04,nx713,
,,,"本帖最后由 qqings 于 2016-12-11 08:27 编辑,放他娘的xxx,还抽掉冷媒呢,他怎么不把压缩机也抽出来?,移机第一步就是收氟,开制冷,关小阀,过会关大阀,将连接铜管和内机中的冷媒收回外机,此时外机两个阀门是关闭的,然后拆铜管拆机器,这时候外机中的冷媒一点也不会少,和新买的是一样的,再次安装流程也和新机器一模一样.,我今年移了4台三菱电机,就是不相信这些维修工(楼层高我自己无法拆机也看不到,让他们拆机,他们会故意收氟不彻底),所以拆机后搬过来我自己装,买了全套安装工具,和10kg杜邦冷媒,4台机器整机抽真空定量加冷媒,目前4台机器效果杠杠的.,后来其中一台我做过试验,由于要切除部分铜管,首先是收氟,收氟后接上压力表,表指针指向负数,这说明铜管中是真空,冷媒已经全部收回去了,切除铜管后重新连接好,抽真空,按新安装流程来,没有任何问题.,所以你只要请到一个靠普的师傅(当然还要一套好的工具,最重要的是,加液安全阀,),收氟不会浪费一丁点冷媒,抽真空也不会混进一丁点空气,移机不会影响任何效果.",2016-12-11 08:22,qqings,
,,"放他娘的xxx,还抽掉冷媒呢,他怎么不把压缩机也抽出来?,移机第一步就是收氟,开制冷,关小阀,过会关大阀,将 ...",最省心就是这样干 这比指挥监督轻松轻省的多。,2016-12-11 09:34,学习者在路上,
,,"放他娘的xxx,还抽掉冷媒呢,他怎么不把压缩机也抽出来?,移机第一步就是收氟,开制冷,关小阀,过会关大阀,将 ...","自己弄最安心，我两次都用这个阀，这次有个小担心，请哥们儿指教下。,这次安装师傅把维修师傅的这个阀装上维修口的，我担心安装师傅万一不熟悉这个阀，顶针没顶起空调自己的顶针开口，导致抽的一直只是维修阀指针外那个小空间的空气，但是当时我看着表是向负600前进。,请问如果空调指针没开，是不是应该瞬间负压就到负600去了（这表不懂，负值最大是600）而且真空泵出气口呼呼一直是出气的，这是一个大泵，维修师傅是够技术总监级的师傅了，最后维修师傅拔掉的这个加液安全阀。",2016-12-11 09:47,学习者在路上,
,,"自己弄最安心，我两次都用这个阀，这次有个小担心，请哥们儿指教下。,这次安装师傅把维修师傅的这个阀装 ...","本帖最后由 qqings 于 2016-12-11 10:18 编辑,我是这样操作的:,先接上安全阀,关闭安全阀(不顶),抽真空,表很快降到-1(是不是你说的负600?),其实这时候抽的是表管子里的空气,铜管里的空气并不出来.,然后打开安全阀(顶),真空泵声音马上会改变,表指针也会往0回一些,然后再往-1移动,这说明铜管里的空气出来了,顶针有效.,抽好真空,关闭安全阀(不顶),取下安全阀,开大阀开小阀,搞定,不会进一点空气也不会浪费一点冷媒.",2016-12-11 10:14,qqings,
,,"我是这样操作的:,先接上安全阀,关闭安全阀(不顶),抽真空,表很快降到-1(是不是你说的负600?),其实这时候 ...",总之还是像你这样放心，因为那个阀门用久了还要考虑是否漏气等。我这边抽去负600不快，还是大泵，抽了半小时左右，看你的方法正好侧面证明，我那个安装师傅打开了机器顶针，就是用加液安全阀的顶针顶开了空调维修小顶针，否则就会像哥们儿你的情况，飞快到0.1了。,2016-12-11 11:28,学习者在路上,
,,"我是这样操作的:,先接上安全阀,关闭安全阀(不顶),抽真空,表很快降到-1(是不是你说的负600?),其实这时候 ...",哥们儿相当细心，接通管子和室内机，综合了泵管子里的负压肯定会像0回一些。我维修师傅的负600估计是计量单位的区别。,2016-12-11 11:30,学习者在路上,
,,哥们儿相当细心，接通管子和室内机，综合了泵管子里的负压肯定会像0回一些。我维修师傅的负600估计是计量 ...,其实空调这么贵和操心，买套装备真应该，装上如果效果不和卧室客厅匹配，随意移机，我别的没有，胀管器有2套，看来扭矩扳手也可以预备，过去都是拧到管子略微转动，和凸接头摩擦一下。,2016-12-11 11:35,学习者在路上,
,,其实空调这么贵和操心，买套装备真应该，装上如果效果不和卧室客厅匹配，随意移机，我别的没有，胀管器有 ...,"只要操作的好,移机根本不会出现任何问题,收氟冷媒不会损失一点,抽真空空气不会进去一点,理论上无限次移机效果都不会变.,但是为什么很多人移机过后效果就变差了,找来维修工一问,回答冷媒泄露了,需要补充冷媒,多少多少钱云云,还说移机就这样,很正常云云,其实那都是托词,他在给你移机收氟的时候做过手脚了,故意放掉了一些冷媒,这样重新装好后可以再赚你一次补充冷媒的钱,但是现在的空调不是r22了,r410缺少冷媒必须全部抽空定量加的,而他这样看压力表补充冷媒,根本就是胡扯蛋,所以出现了移机后空调效果大不如前.",2016-12-11 12:09,qqings,
,,"只要操作的好,移机根本不会出现任何问题,收氟冷媒不会损失一点,抽真空空气不会进去一点,理论上无限次移机 ...",是这个逻辑,2016-12-11 12:42,学习者在路上,
,,,谢楼上各位热心回答，但是大部分的工人都不负责任，我自己动手能力也差，目前拆机已经完成了，我估计肯定不是上面描述的那种细腻的操作，也就是说，冷媒肯定有损失，那么这种情况下，再次安装的时候，加冷媒+排空（不是抽真空），是不是也算一种可以接受的方案？,2016-12-11 22:36,ultralisk,
,,谢楼上各位热心回答，但是大部分的工人都不负责任，我自己动手能力也差，目前拆机已经完成了，我估计肯定不 ...,不，无论如何，410排空都是不可以的，泄露补充也是不可以的，你现在能做的，只有按正常装新机方法抽真空安装，并祈祷冷媒没有泄漏，使用如果觉得有问题，那就只有全部抽空再定量加冷媒。,2016-12-12 08:09,qqings,
,,,扯，好好的空调弄什么定量加冷媒呢？       正常收氟，冷媒是有点损失，但可以忽略不计。 然后像新机一样，抽真空安装即可。,2016-12-12 12:45,飞行眼,
,,扯，好好的空调弄什么定量加冷媒呢？       正常收氟，冷媒是有点损失，但可以忽略不计。 然后像新机一 ...,是的，如果我自已拆肯定能让损失的冷媒勿略不计，但是让别人拆呢，而且是在自已看不到的地方操作，你确定还能忽略不计？,2016-12-12 18:58,qqings,
,,是的，如果我自已拆肯定能让损失的冷媒勿略不计，但是让别人拆呢，而且是在自已看不到的地方操作，你确定 ...,"扯，首先你既然不相信专业人员，那 你都自己干好了，别人做事不放心，全都自己干。,其次，空调正常的收氟拆机，加抽空安装。   和    好端端的原装氟都放跑，再抽真空，再定量加氟。   谁轻谁重，谁简单谁困难风险大，这个你要搞清楚？ 我说你舍近求远，本末倒置，真没冤枉你。",2016-12-13 10:47,飞行眼,
,,"放他娘的xxx,还抽掉冷媒呢,他怎么不把压缩机也抽出来?,移机第一步就是收氟,开制冷,关小阀,过会关大阀,将 ...",410a也能补吗？,2016-12-14 15:17,liu9015,
,,410a也能补吗？,"泄漏不能补,因为泄漏损失的气体成分比例不对,导致剩余的冷媒成分比例也不对,补充后成分比例仍然不对.,对于加管子补充是可以的,但是需要定量液态补入.",2016-12-15 08:51,qqings,
,,"扯，首先你既然不相信专业人员，那 你都自己干好了，别人做事不放心，全都自己干。,其次，空调正常的 ...","什么叫专业人员,楼主问的那人叫专业人员吗,专业人员哪里找?,我当然知道正常收氟,正常抽空不会有任何问题,但是在这个金钱至上的社会,谁会给你正常收氟?,给你好好干,你能多给他钱吗,还是胡乱干一通,找个理由多收点钱更好?",2016-12-15 08:55,qqings,
,,"扯，首先你既然不相信专业人员，那 你都自己干好了，别人做事不放心，全都自己干。,其次，空调正常的 ...","不好意思，我想问下，收氟的时候没抽真空，是不是意味着肯定有泄露？如果泄露了，看压力表，缺多少补多少，不可以吗？装的时候抽真空是对啥抽真空？内机，管子，以及外机？还是只有内机和管子？,排空到底是啥意思？",2016-12-17 00:25,ultralisk,
在上海，有没有靠谱的大金移机安装师傅推荐？,"已经接触过2批人了，1是拆机的，给我准备了加410冷媒 250起步价的坑，2是安装新机师傅（我买了台新机器），给我准备了铜管不能复用的坑（因为太短，且不能焊接延长，实际上我看了下，飘窗下平台，安装位置就在窗边转90度的墙，如果不够长，那市场上所有空调都不够长了），必须换新。,感觉我就是鱼，人家是刀俎，md",,,2016-12-18 11:37,ultralisk,https://www.jdbbs.com/thread-8153840-1-1.html
,,,"1.你不用告诉他是410冷媒，因为拆机收氟没有区别，我找人拆了3挂1柜共收750元。,2.你可以自已淘宝买铜管，也就几十块一米吧，还帮你把螺冒上好，口扩好，保温棉套好。",2016-12-18 11:49,qqings,
,,"1.你不用告诉他是410冷媒，因为拆机收氟没有区别，我找人拆了3挂1柜共收750元。,2.你可以自已淘宝买铜管， ...","1.已经拆好了，所以现在只剩下是不是有泄漏，要不要加的问题了（到时候看压力是不是能看出来？）,2. 我原装铜管应该可以用的吧？真的有必要换掉？",2016-12-18 11:55,ultralisk,
中央空调大金、松下、美的该选哪一个？,家住北方，说实话一年使用空调的时间最多也不会超过一个月。新房条件限制只能装中央空调。所以决定只在三个卧室安装一拖三空调。三个卧室套内面积为30，17，16平米；初步寻下价格：大金vrv新系列报价3.6万，松下没有深谈报价2万多，美的最低不到2万，都是外机4p。大家给个意见，选哪个？价格多少合适？,,,2016-11-15 15:29,wangyu168,https://www.jdbbs.com/thread-7966259-1-1.html
,,,美的足够了,2016-11-15 17:29,vol斑布,
,,,大金日立东芝,2016-11-15 19:00,saratov,
,,,"本帖最后由 coess 于 2016-11-15 21:24 编辑,有大金就不用考虑其他品牌了，另外，家用就不必要vrv系列，普通的就可以，2万多可以拿下",2016-11-15 21:22,coess,
,,有大金就不用考虑其他品牌了，另外，家用就不必要vrv系列，普通的就可以，2万多可以拿下,pmx系列怎样？多少价格能出手？,2016-11-15 21:53,wangyu168,
,,,"我看着哪款都好,563151re.wikidot.com rwqtgas.st5.com ttrgfg.ebdoor.com tqwtaga.com.pe168.com rqwrqgadg.st5.com teqgd.st5.com qttagas.cn.any2000.com fdsewtg.tripod.com tqegdagd.cn.any2000.com shop.steelcn.cn/s/113296/ dashi1.st5.com wgheyy.p66666.com haoriali.p66666.com tethhf.p66666.com kijohf.p66666.com ertreyre.p66666.com",2016-11-15 23:02,bfdyrew,
大金FTXR272PC和三菱电机WGJ25VA 怎么选,"大金空调FTXR272PC-W,http://product.suning.com/0000000000/131005727.html,三菱电机空调MSZ-WGJ25VA,http://product.suning.com/0000000000/105085939.html,家里客厅面积34平方（包含各个过道及开放的区域）,想冬天制热效果好，选哪个好？,大金本地经销商谈过价格9500，应该还可以便宜点。,三菱电机暂时之去苏宁实体店看过，13200。",,,2016-11-11 23:15,l12ab,https://www.jdbbs.com/thread-7869728-1-1.html
,,,"膜拜。。。,563151re.wikidot.com rwqtgas.st5.com ttrgfg.ebdoor.com tqwtaga.com.pe168.com rqwrqgadg.st5.com teqgd.st5.com qttagas.cn.any2000.com fdsewtg.tripod.com tqegdagd.cn.any2000.com shop.steelcn.cn/s/113296/ dashi1.st5.com wgheyy.p66666.com haoriali.p66666.com tethhf.p66666.com kijohf.p66666.com ertreyre.p66666.com",2016-11-11 23:36,bfdyrew,
,,,三菱电机可以去工贸家电看看，你那个价肯定贵了。我的wGJ20今年中秋节买的一万元整。,2016-11-13 14:22,星座2号,
,,三菱电机可以去工贸家电看看，你那个价肯定贵了。我的wGJ20今年中秋节买的一万元整。,好的，谢谢,2016-11-13 16:36,l12ab,
三菱，大金，松下，买哪个,"买大1.5P，变频，二级能耗,买个牌子好点??,个人对松下的比较有好感，但听说现在松下用料有缩水，不知道缩到什么样，",,,2016-11-1 10:43,泡泡龍大哥,https://www.jdbbs.com/thread-7863964-1-1.html
,,,松下的内机噪音有点大，其他的都好。,2016-11-1 11:39,哎哟喂2016,
,,,买2016款的，松下的机器效果不错,2016-11-1 12:45,飞翔的荷兰人,
,,,"首选松下,第二大金,第三三菱电机",2016-11-1 21:02,出前一丁,
,,,棣栭,2016-11-1 22:13,别开枪是我,
,,棣栭,"又是乱码……首选国产，能省不少钱，鬼子的高端机是好用，中低端也就那样，别太神话了；特别松下是有缩水前科的，别他妈的扯有什么性价比，鬼子没那么好人，便宜肯定有某些地方做了妥协,来自:家电论坛Android客户端",2016-11-1 22:18,别开枪是我,
,,又是乱码……首选国产，能省不少钱，鬼子的高端机是好用，中低端也就那样，别太神话了；特别松下是有缩水前 ...,缩水前科？除非你去买松下11-13年的机器，这几年松下有改过的一面，自己去看看松下2-3级的机器比以前好多了，反观富士通大金却走了以前松下的老路,2016-11-1 23:03,飞翔的荷兰人,
,,缩水前科？除非你去买松下11-13年的机器，这几年松下有改过,"商家自重！！我是被松下坑过一次的，今年帮亲戚买了一台HE18，装上不制冷，来来回回搞了差不多一个月才换的机，打给400竟然不受理，叫我自己哪里买找哪里！！这是有多逗比！从此，松下一生黑,来自:家电论坛Android客户端",2016-11-2 09:09,别开枪是我,
,,商家自重！！我是被松下坑过一次的，今年帮亲戚买了一台HE18，装上不制冷，来来回回搞了差不多一个月才换的 ...,谁卖谁修很合理,2016-11-2 11:06,ego00,
,,谁卖谁修很合理,"这逻辑也是无敌了……我去国美苏宁买了一台空调，有问题不找厂家，还得找国美苏宁了？到底谁负责保修服务？,来自:家电论坛Android客户端",2016-11-2 11:18,别开枪是我,
,,,现在看中了京东的一款三菱MSZ-YGJ12VA，4999，不知道这个怎么样，还有一款MSZ-RFJ12VA价格只差了100元。,2016-11-2 21:50,泡泡龍大哥,
,,现在看中了京东的一款三菱MSZ-YGJ12VA，4999，不知道这个怎么样，还有一款MSZ-RFJ12VA价格只差了100元。,真要选三菱那绝对YGJ好,2016-11-2 22:51,飞翔的荷兰人,
,,,打开肚子看内部，你会发现三菱电机和松下完全是两个世界的货。,2016-11-3 07:31,jybabe,
,,,日，昨天京东还4999，今天变成5299，，这什么玩意,2016-11-3 11:06,泡泡龍大哥,
,,,还有三菱重工，怎么样，哪个型号 好,2016-11-3 11:59,泡泡龍大哥,
,,现在看中了京东的一款三菱MSZ-YGJ12VA，4999，不知道这个怎么样，还有一款MSZ-RFJ12VA价格只差了100元。,"那ZFJ12呢?,RFJ12应该在4500左右。",2016-11-3 12:03,jesson,
,,日，昨天京东还4999，今天变成5299，，这什么玩意,前天4699啊。YGJ09是4399。各买了一台。今晚10:00-12:00之间1P的又是4399,2016-11-3 14:27,slarys,
,,打开肚子看内部，你会发现三菱电机和松下完全是两个世界的货。,哪个是天上，哪个是地下？,2016-11-4 00:07,索古,
大家帮我看看大金中央空调和日立中央空调的价格，还有菲斯曼地暖，这些价格可以行....,"我房子3室两厅 134平方，空调使用面积90多平方米，大金价格设备+包安装要51000，给的报价单还不让带走，要求拍照片也不让拍全（1 ）大金中央空调,室外机RQZQ6AAVN           1台室内机FQDAP71ABN线控   1台,室内机FQDAP36ABN线控   1台,室内机FQDAP32ABN线控   1台,室内机FQDAP28ABN线控   2台,包安装给少到51000元,（2 ）日立EX-PRO系列  一拖五中央空调,室外机RAS-160HRN5Q        1台,室内机RPIZ-25HRNQC/P      2台,室内机   RPIZ-28HRNQC/P   1台,室内机 RPIZ-40HRNQC/P     1台,室内机RPIZ-50HRNQC/P      1台,价格包安装38500元,（3   ）菲斯曼地暖    冷凝炉26KW_100CC 国内组装,包安装19000元,请问以上的价格可以吗？？？ 我感觉大金有点贵了，可价格谈不下来，最多能给少到50000元 还要申请。",,,2016-9-30 13:13,jjl741,https://www.jdbbs.com/thread-7849329-1-1.html
,,,"1A(()4([PGMQ(20N8~YFU6R.png,(355.03 KB, 下载次数: 0),下载附件,2016-9-30 13:14 上传,大金的报价包，他们只能让我这样拍照",2016-9-30 13:15,jjl741,
,,,160外机ex是单风扇诶 你敢用？160老老实实vam mini吧,2016-9-30 13:15,vol斑布,
,,160外机ex是单风扇诶 你敢用？160老老实实vam mini吧,这个是他们给推荐的 说机器不占地方，其他的到没有考虑过，在这上面不懂啊，兄弟给配一个标准，还有这个价格水分大不大，价格还能不能谈》？ 你说用VAM MINI，这机子价格比我这个贵几多？,2016-9-30 13:18,jjl741,
,,,白电以屌丝为主，中央空调这种花钱多，用起来电费又心痛的东西是不受欢迎的，有点心得的也很少露面。。。。。,2016-9-30 13:18,无心道,
,,,不过白电以前有过一贴，中央空调的价格啊啥的，以及各品牌比较啊啥的，都有，版内搜一下吧，然后一页页翻。。。。。。。,2016-9-30 13:20,无心道,
,,不过白电以前有过一贴，中央空调的价格啊啥的，以及各品牌比较啊啥的，都有，版内搜一下吧，然后一页页翻。 ...,在这方面 不懂啊 ，我在4线小城市，装这些的也不是很多，只有来我们白电请教请教哦,2016-9-30 13:25,jjl741,
,,,感觉真心不是太值得，你得考虑保修，国产美的和格力应该都是6年，需要考虑进去。。总体来说，中央空调的差别没有像单机那样差别的如此明显,2016-9-30 13:29,hebaokongkong,
,,这个是他们给推荐的 说机器不占地方，其他的到没有考虑过，在这上面不懂啊，兄弟给配一个标准，还有这个 ...,能分体别中央 到时候有你苦 执意要中央 买vammini 2q 160 一拖五在37000-39000,2016-9-30 17:42,vol斑布,
,,,我们这里大金VRV-P一拖五包安装39000,2016-10-6 17:11,yooki,
,,,我家地暖面积三室二厅面积98.9平，中央空调还要加厨房7.9㎡ ，做的报价比你家高太多了，真不知道是不是选错了,2016-10-12 16:21,格蕾儿,
,,,"地暖菲斯曼冷凝炉26kw两用式，国内组装，全套下来打折到31000多，还说是特特价。大金空调一拖六，包含厨房一台，折后5万6,也说是厂方大特价",2016-10-12 16:31,格蕾儿,
,,,"本帖最后由 yank26 于 2016-11-3 10:47 编辑,日立 VAM MINI 112一拖四22 28 36 50   上海这谈下来3.23W，160一拖5的4W左右供参考EX的机器3.85W这价格不是一般黑了。。。。。。,大金VRV-P的一拖5 6匹的也就4W3左右的样子",2016-11-3 10:45,yank26,
请问为什么大金官网找不到任何一款空调产品的说明书？,而在三菱，日立，松下，格力，海尔，美的等品牌网站都搜索得到任意一款产品的说明书。大金真的有传说中那么牛？还是仅仅因为参数比较博眼球？售后，故障率如何呢？谢谢啦,,,2016-10-28 18:48,daniela,https://www.jdbbs.com/thread-7862640-1-1.html
,,,"呵呵，类似的还有能率,我不对这种连基本资源都不乐意提供的厂商抱太多评价",2016-10-28 22:46,Scrooge,
,,,"也许是我们没找到啊！,http://www.4008201081.com.cn/list/?46_1.html,大金空调说明书下载地址,我一直想下松下 2016尊铂的说明书，官网没找到，求分享",2016-10-29 13:43,tjdudu,
,,"也许是我们没找到啊！,http://www.4008201081.com.cn/list/?46_1.html,大金空调说明书下载地址",我有17款尊铂说明书，昨天刚装的空调,2016-10-30 10:03,tangtan,
,,我有17款尊铂说明书，昨天刚装的空调,"求地址，求分享，,mcafee0798@163.com",2016-11-2 10:41,tjdudu,
双十一想入手大金帕蒂能！本地价格两万左右，求网上推荐什么价位合理。,"本地就一家大金专卖店卖20500太贵了，网上买就怕售后安装问题，有经验的请赐教,！",,,2016-10-31 14:49,wklkkl,https://www.jdbbs.com/thread-7863615-1-1.html
,,,那你网上买比较好 你们那也卖太贵了,2016-10-31 16:31,tangtan,
,,那你网上买比较好 你们那也卖太贵了,是啊,2016-11-1 07:33,wklkkl,
,,,我四年前买了一个白色帕蒂能，13000元，送一个微波炉。现在越卖越贵，真是奇葩,2016-11-1 11:41,大明,
,,我四年前买了一个白色帕蒂能，13000元，送一个微波炉。现在越卖越贵，真是奇葩,网上最便宜14000md,2016-11-2 07:05,wklkkl,
大金中央空调报价单，懂行的兄弟帮忙看一下,大金中央空调报价单，懂行的兄弟帮忙看一下,,,2016-10-24 22:43,kaka_512,https://www.jdbbs.com/thread-7860853-1-1.html
大金帕蒂能这个价,"大金的神机-帕蒂能，重庆的国美卖这个价，,大家觉得可以入手么？？？ 貌似重庆很多商店，大金都下架了，这个是仅存的一个,大金代理商说1.5W，但是没有发票，只有收据，以后保修，不用发票可以么？？？？？,Snap1.jpg,(81.14 KB, 下载次数: 3),下载附件,2016-9-28 11:50 上传",,,2016-9-28 11:53,哎哟喂2016,https://www.jdbbs.com/thread-7848462-1-1.html
,,,"买，然后找国美开发票，如果不开就税务局去告，工商局投诉，然后你懂的,来自:家电论坛Android客户端",2016-9-28 12:33,活在生活,
,,,擦，这么贵了？我那会买才一万一千多好像,2016-9-28 13:05,yaojian1112,
,,"买，然后找国美开发票，如果不开就税务局去告，工商局投诉，然后你懂的,来自:家电论坛Android客户端",他们是飞单，不通过商场，直接找代理商买，,2016-9-28 13:41,哎哟喂2016,
,,,15年买的12000多，16年又买了14000，这机器一直还在涨价！,2016-10-8 16:42,xc5552003,
,,,保修和发票无关,2016-10-8 17:23,ego00,
汇报空调选装结果，最终选择大金,"最终选择了客厅帕蒂能二级能效fvxf272 3p金色，价格12500,四个房间选择了ftxr336金色，价格3800,等待我的安装时候再来发布",,,2016-9-28 15:51,sam哥哥1981,https://www.jdbbs.com/thread-7848581-1-1.html
,,,在最不该买大金的时候买了大金，大金这几年缩水堪比11-12年的松下,2016-9-28 18:31,飞翔的荷兰人,
,,,嗯，这价格可以买富士通3p的1级能效大挂,2016-9-28 19:01,as183350604,
,,在最不该买大金的时候买了大金，大金这几年缩水堪比11-12年的松下,其他选来选去选不好,2016-9-28 19:38,sam哥哥1981,
,,,2级？为何不买1级？,2016-9-28 19:44,yaojian1112,
,,在最不该买大金的时候买了大金，大金这几年缩水堪比11-12年的松下,擦！麻痹的，又赶上了，老子买的就是11年的松下,2016-9-28 19:56,Chengning,
,,,买大金也不该买336的，至少要236,2016-9-29 01:12,飞翔的荷兰人,
,,擦！麻痹的，又赶上了，老子买的就是11年的松下,你的11年松下空调坏了吗？,2016-9-30 17:41,junychen,
,,你的11年松下空调坏了吗？,没坏啊,2016-9-30 19:10,Chengning,
,,,记得，拆机图。。,2016-9-30 21:03,南昌雪军,
