creationTime,content_1,mark,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userLevel,userProvince
2017/5/6 22:47,机子漂亮，服务漂亮，满意，非常满意！,1,5,TRUE,"""j***q""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/1/10 7:13,5,来自京东iPhone客户端,钻石会员
2017/1/15 9:11,外观很漂亮，高大上。,1,1,TRUE,"""t***3""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/1 12:14,5,来自京东iPhone客户端,钻石会员
2017/5/2 20:26,挺方便的，还没有高空作业费！满意，当天送当天就安装了,1,3,TRUE,"""h***n""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/12/7 22:12,5,来自京东iPhone客户端,金牌会员
2016/12/10 16:17,服务很好，速度挺快,1,1,TRUE,"""l***x""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/30 7:34,5,来自京东Android客户端,银牌会员
2017/5/31 15:41,空调质量很好，安装，送货都很快，很满意,1,2,FALSE,"""t***g""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/12 23:24,5,,金牌会员
2017/3/10 16:01,就这里不满意，其他都不错！,1,8,FALSE,"""j***科""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/2 20:44,5,来自微信购物,银牌会员
2017/3/10 16:01,安装人员效率高，负责,1,4,TRUE,"""j***s""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/22 20:06,5,来自京东iPhone客户端,钻石会员
2017/4/26 9:22,还没开始用  看上去不错,1,4,FALSE,"""j***l""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 11:08,5,,银牌会员
2017/3/27 10:19,大品牌，服务好，质量好！京东快递一流，隔天就送货来了。而且送货人员帮老人联系售后安装，服务到位！售后服务很好！手把手叫老人使用！都很好,1,3,TRUE,"""晴***儿""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/9 8:21,5,来自京东Android客户端,银牌会员
2017/3/26 18:26,一直买格力。,1,3,TRUE,"""i***m""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 0:09,5,来自京东iPhone客户端,金牌会员
2017/3/26 18:26,大品牌，质量好。,1,1,TRUE,"""k***9""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/28 0:21,5,来自京东Android客户端,钻石会员
2017/4/29 11:49,空调，我只买格力,1,0,TRUE,"""jd_ahxmg""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/28 0:02,5,来自京东Android客户端,金牌会员
2017/4/28 19:55,好好好好好好好好,1,4,TRUE,"""j***o""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/28 8:28,5,来自京东iPhone客户端,钻石会员
2017/6/11 10:11,"东西很不错的,服务也好，主要是京东送货快。还可以下自提，自提还可以省邮费。",1,10,FALSE,"""j***s""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/1 20:39,5,,PLUS会员
2017/5/25 9:31,产品质量很好，支持中国造，实干兴邦，空谈误国，用行动支持,1,10,FALSE,"""j***e""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 4:47,5,,银牌会员
2016/11/19 12:50,非常不错的空调，安装团队也很专业,1,7,TRUE,"""M***哥""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/11/12 13:36,5,来自京东iPhone客户端,金牌会员
2016/11/19 12:50,空调一直用格力的，质量很不错，最放心的是服务，很到位。,1,2,FALSE,"""l***7""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/7 13:43,5,,银牌会员
2016/11/4 8:39,双11购买，物流准时，待安装后评价,1,3,TRUE,"""l***o""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/11/1 7:26,5,来自京东iPhone客户端,PLUS会员
2017/5/13 10:34,家里的空调年头长了，给宝宝换一台新的，功能多，声音小，挺好。,1,9,TRUE,"""玉***子""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/4 22:29,5,来自京东iPhone客户端,PLUS会员
2017/5/12 12:37,非常好，买两台，这台是格力售后，那台不是，还是格力售后专业！,1,4,TRUE,"""j***d""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/8 11:50,5,来自京东Android客户端,PLUS会员
2017/5/27 11:39,安装好了，制冷很快，比较柔和的凉，非常好！外观漂亮，精致。,1,4,TRUE,"""原***秋""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/23 14:29,5,来自京东Android客户端,PLUS会员
2017/5/2 19:19,精心挑选了一个土豪金色的，感觉和家里的墙壁的颜色比较搭配，质量很好用起来制冷非常快！,1,40,TRUE,"""1***p""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 20:54,5,来自京东iPhone客户端,金牌会员
2017/5/27 21:22,样子挺好看的，金色的就是比白色的贵，性价比差点，就图样子了,1,12,TRUE,"""有***空""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 10:20,5,来自京东Android客户端,PLUS会员
2017/4/30 13:06,家里都用格力的空调，国产还是相信董小姐。这个颜色浅一点就好了。,1,4,TRUE,"""雨***1""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/26 0:45,5,来自京东Android客户端,PLUS会员
2017/6/7 20:25,送货上门，送货速度快，准时到达，安装及时，安装师傅服务到位，技术精湛，完美，,1,1,TRUE,"""j***2""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 8:42,5,来自京东Android客户端,金牌会员
2017/4/2 15:33,安装师傅说空调很好。安装很及时，服务态度很好，唯一就是没带解码器，密码还得下一次预约解密。,1,10,TRUE,"""j***f""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 11:47,5,来自京东Android客户端,银牌会员
2017/4/2 15:33,空调外形挺漂亮，出风可以调到往上吹，功能也多，比较满意！,1,22,TRUE,"""j***j""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 19:37,5,来自京东iPhone客户端,PLUS会员
2017/5/3 15:28,不错的。。。。,1,2,TRUE,"""e***n""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/1 11:39,5,来自京东Android客户端,钻石会员
2017/6/8 14:39,数显很暗，白天基本看不见！,0,7,TRUE,"""***3""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/14 12:20,5,来自京东iPhone客户端,钻石会员
2017/5/28 16:08,空调还行！不错！安装师傅给人一种偷工减料的感觉！工作不专业！,0,5,TRUE,"""梁***归""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 0:01,5,来自京东iPhone客户端,PLUS会员
2017/4/7 17:46,6号下的单，现在还没装上！小孩都热得长痱子了。而且一系列的安装费网上只字未提！格力的售后真是太好了！极差的一次网购！祈祷经过漫长等待的结果不会太差。?,0,4,TRUE,"""j***7""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 3:40,5,来自京东Android客户端,钻石会员
2017/2/9 17:14,送货及时，做工精细，就是开了空调有股塑料味，不知咋回事,0,84,TRUE,"""j***3""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/1/2 17:12,5,来自京东Android客户端,钻石会员
2017/5/5 13:48,15号买的   16好送到了    过了3天来安装   安装好了一看    不是我买的哪一款    送货人员不知道怎么给我送了这款三级能效的    还骗我说我赚了   咋们根本不想占便宜好吗   好这个不说    说给我处理   这都就好了也不来给我换   到底京东什么情况,0,6,TRUE,"""j***3""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 18:28,5,来自京东Android客户端,金牌会员
2017/6/4 13:48,本来买的时候看到说5-3号送达（当天晚上我要去外地），然后看到说18:00前就不送了，以为白天能送过来，今天从早上一直等，等到我都要外出了还没送过来，心想着退货的，然后联系了配送员才知道正在配送，结果叫邻居帮收货了，格力服务没的说，一直在问安装的事，很周到，目前还没联系安装,0,2,TRUE,"""正在刷新请稍后mgb""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/1 10:44,5,来自京东Android客户端,银牌会员
2017/5/10 23:15,还未安装，到货非常快。缺点是5月8日的活动降价，居然京东是先提价再降价的，有点坑人。,0,2,FALSE,"""l***8""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/8 8:00,5,,钻石会员
2017/3/17 11:03,空调内机里面的防尘少一个，不知为什么？,0,2,TRUE,"""j***5""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 8:48,4,来自京东Android客户端,金牌会员
2017/5/6 14:25,这款颜值高，很家里的壁纸很搭，送货和安装都非常满意，但有个小遗憾，这款室外机不知为啥没保护盒，铜管裸露在外面,0,2,TRUE,"""疏***8""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/4 15:15,5,来自京东Android客户端,金牌会员
2017/5/19 8:34,安装费太贵了，太贵了，太贵了，400多块钱安装费。哦my god。,0,12,TRUE,"""V***r""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/9 14:51,5,来自京东Android客户端,钻石会员
2017/5/14 7:11,以前买过凉之静，还不错的，但是为什么这次的空调水会出这么多？但相信效果还是不错的，就是价格贵了一些,0,25,TRUE,"""j***h""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/19 6:44,5,来自京东Android客户端,钻石会员
2016/11/23 11:43,格力不管是产品和服务都是很棒的，郁闷的就是京东，说什么以旧换新，都安装了都没有人来拆旧机器，妈的，以旧换新全部都是忽悠人啊。给了个破电话，让我联系，根本就打不通。还跟我说这不是他们负责，做不到就别写在自己的页面上啊。,0,3,TRUE,"""j***2""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/16 13:09,5,来自京东Android客户端,钻石会员
2017/5/18 23:10,开了一下，感觉声音并不是很小，除非开最小风，先相信格力吧，希望是好用的,0,18,TRUE,"""j***m""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 8:15,5,来自京东Android客户端,金牌会员
2017/3/5 17:25,产品没话讲，7点出货，给个号码一直关机，知道最后打个电话来，另外一个号码，就一个配送的开车过了一节路程，情绪大的很？我就问:刹车油门在他踩着？我给他是准确地址，什么态度，丢京东脸，丢格力人。,0,5,TRUE,"""j***7""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/2/28 19:10,5,来自京东Android客户端,银牌会员
2017/6/11 13:07,空调还是挺好的，从收到货到安装人员上门安装一共7天了。可能太忙了。打电话给本地安装门店说：实体店购买的优先安装。买了一个不锈钢架子+钻孔，一共收110元,0,10,TRUE,"""星***歌""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/1 0:06,5,来自京东Android客户端,金牌会员
2017/5/22 16:30,空调制热效果一般，不用电辅热一点儿不热，还有就是价格降得太快，才10天断续降了*块，还好保价成功了，安装人员不错，态度好动作麻利，一分钱没收，表扬一下，就是空调好像一般啊，没有志高制热快还。,0,11,TRUE,"""j***0""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/1/1 9:09,5,来自京东Android客户端,金牌会员
2017/4/9 10:26,"首先从外观这款空调看起来很漂亮，但是我真的不得不吐槽一下，格力说48小时上门安装,但72小时过去了也没有一个电话，还是我本人一次一次拨打售后要求如果不安装就退掉才给予解决，如果不是我申请退货真是不知道要等到啥时候！还有安装用了两天感觉声音太大了吧！难道格力做空调就这水准，真是让我感觉的自己是不是买到了假货，不如亲戚家1500左右的好，真是很失望的一次购物",0,7,TRUE,"""w***z""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/20 20:29,5,来自京东iPhone客户端,金牌会员
2017/5/3 14:21,空调很好，服务还是比较到位，就是有点小遗憾，安装师傅在切割石膏线的时候测量准确度不高，有4cm误差，导致空调与石膏线间距太大。,0,2,TRUE,"""j***e""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/11/11 11:51,4,来自京东iPhone客户端,钻石会员
2017/1/3 19:54,直接上图吧，再换大气，和壁纸很配，很喜欢，唯一的缺憾就是我的石膏线没处理好啊，这么大一块缺口，只能我自己想办法了！,0,13,TRUE,"""咱***调""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/18 23:23,5,来自京东iPhone客户端,金牌会员
2017/6/9 20:05,不知道为什么出风口上端有瑕疵，制冷感觉没有很惊喜，不知道以后用到底怎么样,0,3,TRUE,"""y***r""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 23:56,4,来自京东iPhone客户端,金牌会员
2017/6/12 23:32,凉之静?顾名思义是又凉又静吗?平时开空调开26度都挺凉爽的，现在开到23度都比不上以前那台27度，感觉上花了几千块买了一台挂在墙壁上的风扇,0,6,TRUE,"""j***t""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 17:28,5,来自京东Android客户端,银牌会员
2016/12/20 17:06,京东的速度，质量，服务都是很好的，就是格力厂家太心机，各种加管加支架，每个空调多花200安装费,0,68,TRUE,"""付***皇""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/30 20:37,5,来自京东Android客户端,PLUS会员
2017/3/12 13:49,送过及时，还没安装。,2,3,TRUE,"""9***恩""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/7 12:23,5,来自京东Android客户端,钻石会员
2017/3/26 8:11,效果还可以，期待后续表现。,2,0,TRUE,"""***魂""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 0:06,5,来自京东Android客户端,金牌会员
2017/4/17 12:26,还没装 挺好的 分6期不是趸交 好。,2,5,TRUE,"""你***哥""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/23 10:01,5,来自京东iPhone客户端,钻石会员
2016/11/12 18:53,就国内的空调而言肯定是选格力了，一口气买了四台，但是京东的价格太扯了，第一个单和第二个单价格都不一样，还不能买同一个型号超过两台，啥逻辑，一下至少多花了几百块。,2,5,TRUE,"""h***n""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/1 0:13,5,来自京东Android客户端,金牌会员
2017/5/2 11:32,红红火火恍恍惚惚,2,3,TRUE,"""s***2""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/29 10:21,5,来自京东Android客户端,钻石会员
2017/5/20 13:00,速度很快，正在安装中,2,1,TRUE,"""康***凯""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/19 10:07,5,来自京东iPhone客户端,PLUS会员
2017/5/18 6:16,还好吧，今天到货暂时还没安装。装好了再来追加评论,2,3,TRUE,"""歹***了""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 0:09,5,来自京东Android客户端,钻石会员
2017/5/24 21:21,京东自营，品质保证。空调刚刚安装完毕，很满意，期待追评。,2,2,TRUE,"""l***8""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/6 7:09,5,来自京东Android客户端,PLUS会员
2017/5/18 22:03,空调买回来的时候，师傅拆开包装装上去发现空调表面有一条比较深的划痕。怀疑是运输过程造成的损坏，打了客服电话，表示可以换货，只是拆下来再装太麻烦了，最后不换了。京东的服务还是可以的。,2,89,TRUE,"""光***a""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/12/12 0:49,5,来自京东Android客户端,PLUS会员
