p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,capacity,X_name
美的（Midea）电水壶WHJ1510b 304不锈钢电热水壶 1.5L容量 无缝一体内胆 双层防烫烧水壶,美的生活电器自营官方旗舰店,3396573,499,239,4200,97,4100,60,30,美的（Midea）,外观漂亮 水壶不错 不锈钢很好 东西不错 速度快 使用方便 烧水时间短 没有异味 容量大 烧水声音小 没有异味 使用方便 水壶不错 烧水时间短 容量大 外观漂亮 不锈钢很好 使用方便 东西不错 烧水时间短,"美的WHJ1510b,3396573,1.705kg,中国大陆,自动断电，防干烧",自动断电，防干烧,none,美的WHJ1510b
美的（Midea）电水壶WHJ1705d 304不锈钢电热水壶 1.7L容量 专利静音膜技术 双层防烫烧水壶,美的生活电器自营官方旗舰店,3396523,599,199,5000,97,4800,80,30,美的（Midea）,烧水声音小 外观漂亮 速度快 水壶不错 烧水时间短 容量大 使用方便 不锈钢很好 东西不错 没有异味 水壶不错 速度快 使用方便 容量大 外观漂亮 不锈钢很好 使用方便 容量大 水壶不错 不锈钢很好 外观漂亮 烧水声音小 烧水声音小 没有异味 容量大 烧水时间短 不锈钢很好,"美的WHJ1705d,3396523,1.4kg,中国大陆,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.6-2.0升,美的WHJ1705d
金灶（KAMJOVE）全智能自动上水电热水壶 电热壶 茶具全自动电茶炉茶具 K7,金灶电水壶旗舰店,10053317834,250,238,3000,98,2900,30,30,金灶（KAMJOVE）,使用方便 外观漂亮 水壶不错 东西不错 不锈钢很好 烧水时间短 速度快 没有异味 烧水声音小 保温功能好,"金灶（KAMJOVE）全智能自动上水电热水壶 电热壶 茶具全自动电茶炉茶具 K7,10053317834, ,2.0kg,中国大陆,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，预设水温，显示水温，智能续水,1.1升以下,金灶（KAMJOVE）全智能自动上水电热水壶 电热壶 茶具全自动电茶炉茶具 K7
荣事达（Royalstar）电水壶304不锈钢电热水壶自动上水壶GM10A,荣事达小家电官方旗舰店,968231,259,179,7000,97,6800,100,80,荣事达（Royalstar）,水壶不错 使用方便 东西不错 外观漂亮 速度快 不锈钢很好 烧水时间短 没有异味 烧水声音小 还可以吧 烧水声音小 外观漂亮 使用方便 没有异味 保温功能好 水壶不错 速度快 保温功能好 没有异味 烧水时间短 烧水时间短 没有异味 烧水声音小 水壶不错 外观漂亮,"荣事达GM10A,968231,2.8kg,中国大陆,防干烧",防干烧,1.1升以下,荣事达GM10A
飞利浦（PHILIPS）电水壶 食品级304不锈钢1.5L容量 HD9306/03,飞利浦厨房电器旗舰店,729171,199,169,39000,97,38000,700,300,飞利浦（PHILIPS）,水壶不错 使用方便 不锈钢很好 速度快 东西不错 外观漂亮 没有异味 烧水时间短 容量大 烧水声音小 水壶不错 速度快,"飞利浦HD9306/03,729171,1.04kg,中国大陆,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,飞利浦HD9306/03
苏泊尔（SUPOR）电水壶电热水壶SWF17K2-180,苏泊尔官方旗舰店,617068,119,99,350000,95,330000,9400,5900,苏泊尔（SUPOR）,水壶不错 不锈钢很好 使用方便 速度快 容量大 东西不错 外观漂亮 烧水时间短 没有异味 还可以吧 保温功能好 苏泊尔不错 有优惠券,"苏泊尔SWF17K2-180,617068,1.14kg,绍兴,电热水壶,自动断电，防干烧,1.7L,单层不锈钢",自动断电，防干烧,1.7L,苏泊尔SWF17K2-180
苏泊尔（SUPOR)电水壶电热水壶SWF15E02B,苏泊尔官方旗舰店,1254257,299,169,13000,97,13000,300,100,苏泊尔（SUPOR）,外观漂亮 水壶不错 不锈钢很好 使用方便 速度快 东西不错 没有异味 烧水时间短 容量大 保温功能好 不锈钢很好 速度快 外观漂亮 外观漂亮 没有异味 保温功能好 烧水声音小 使用方便 外观漂亮 使用方便 速度快 不锈钢很好 水壶不错,"苏泊尔SWF15E02B,1254257,1.54kg,中国大陆,电热水壶,自动断电，防干烧,1.5L",自动断电，防干烧,1.2-1.5升,苏泊尔SWF15E02B
美的（Midea）电水壶QJ1503a 304不锈钢电热水壶 1.5L容量 防漏上盖设计 双层防烫烧水壶,美的生活电器自营官方旗舰店,2574918,399,199,2400,96,2300,60,30,美的（Midea）,外观漂亮 水壶不错 使用方便 东西不错 速度快 不锈钢很好 烧水时间短 容量大 保温功能好 没有异味 烧水时间短 水壶不错 不锈钢很好 速度快 外观漂亮 速度快 容量大 不锈钢很好 外观漂亮 没有异味,"美的QJ1503a,2574918,1.7kg,中国大陆,自动断电，防干烧",自动断电，防干烧,none,美的QJ1503a
飞利浦（PHILIPS）电水壶 食品级304不锈钢1.5L容量 HD9313/21,飞利浦厨房电器旗舰店,1284087,199,179,39000,97,38000,700,300,飞利浦（PHILIPS）,水壶不错 不锈钢很好 使用方便 东西不错 速度快 外观漂亮 没有异味 烧水时间短 容量大 烧水声音小 外观漂亮 不锈钢很好 水壶不错 速度快,"飞利浦HD9313/21,1284087,1.12kg,广东中山,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,飞利浦HD9313/21
苏泊尔（SUPOR）电水壶热水壶电热水壶 1.7L全钢无缝双层防烫 SWF17E20C,苏泊尔官方旗舰店,3059256,299,129,77000,97,75000,1200,700,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 东西不错 使用方便 不锈钢很好 速度快 没有异味 烧水时间短 烧水声音小 外观漂亮 使用方便 没有异味 东西不错 速度快 外观漂亮 不锈钢很好 外观漂亮,"苏泊尔SWF17E20C,3059256,1.47kg,中国大陆,电热水壶,自动断电，防干烧,1.7L,外塑内钢",自动断电，防干烧,1.6-2.0升,苏泊尔SWF17E20C
北欧欧慕（nathome）电水壶电热折叠烧水壶 旅行便携 NSH0603 白色,北欧欧慕厨电旗舰店,4731019,299,199,2300,98,2300,20,10,北欧欧慕（nathome）,使用方便 水壶不错 外观漂亮 东西不错 没有异味 烧水声音小 烧水时间短 速度快 保温功能好 还可以吧 烧水声音小 外观漂亮 速度快,"北欧欧慕NSH0603,4731019,0.93kg,中国大陆,NSH0603,电热水壶,过热保护，自动断电，防干烧，保温,1L以下",过热保护，自动断电，防干烧，保温,1.1升以下,北欧欧慕NSH0603
北欧欧慕（nathome）电水壶电热折叠烧水壶 旅行便携 NSH0604 绿色,北欧欧慕厨电旗舰店,4534615,299,199,2300,98,2300,20,10,北欧欧慕（nathome）,使用方便 水壶不错 外观漂亮 速度快 东西不错 烧水时间短 没有异味 烧水声音小 容量大 保温功能好 烧水声音小 外观漂亮 速度快 东西不错 烧水声音小 没有异味 水壶不错,"北欧欧慕NSH0604,4534615,0.94kg,中国大陆,电热水壶,过热保护，自动断电，防干烧,1L以下",过热保护，自动断电，防干烧,1.1升以下,北欧欧慕NSH0604
苏泊尔（SUPOR）电热水壶 SWF40C01A 不锈钢,苏泊尔官方旗舰店,2433827,399,199,1800,98,1800,20,10,苏泊尔（SUPOR）,容量大 水壶不错 东西不错 使用方便 不锈钢很好 速度快 外观漂亮 没有异味 烧水时间短 保温功能好,"苏泊尔SWF40C01A,2433827,1.6kg,中国大陆,电热水壶,自动断电，防干烧,1.8L以上",自动断电，防干烧,2.0升以上,苏泊尔SWF40C01A
金灶（KAMJOVE）触控式智能电茶壶 自动加水器抽水茶炉电热水壶 T-25A,金灶电水壶旗舰店,1595472228,239,199,3900,96,3700,70,70,金灶（KAMJOVE）,使用方便 水壶不错 外观漂亮 东西不错 不锈钢很好 烧水时间短 速度快 没有异味 烧水声音小 还可以吧 烧水时间短 东西不错 容量大 东西不错 使用方便,"金灶（KAMJOVE）触控式智能电茶壶 自动加水器抽水茶炉电热水壶 T-25A,1595472228, ,1.98kg,中国大陆,电茶炉,过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1L以下,单层不锈钢",过热保护，自动断电，防干烧，电动出水，保温，自动上水，显示水温,1.1升以下,金灶（KAMJOVE）触控式智能电茶壶 自动加水器抽水茶炉电热水壶 T-25A
乐扣乐扣（LOCK&LOCK）电热水壶玻璃1.8L蓝光EJK418SLV,乐扣乐扣厨电旗舰店,2291888,598,139,4200,98,4100,50,30,乐扣乐扣（LOCK&amp;LOCK）,外观漂亮 水壶不错 容量大 速度快 东西不错 烧水时间短 使用方便 没有异味 烧水声音小 还可以吧,"乐扣乐扣EJK418SLV,2291888,1.71kg,江苏",none,1.6-2.0升,乐扣乐扣EJK418SLV
美的（Midea）电水壶WH415E2g 304不锈钢电热水壶 1.5L容量 无缝一体内胆 双层防烫烧水壶（红玉）,美的生活电器自营官方旗舰店,1161131,199,89,300000,97,290000,5500,2800,美的（Midea）,外观漂亮 水壶不错 使用方便 速度快 东西不错 烧水时间短 不锈钢很好 容量大 没有异味 保温功能好,"美的WH415E2g,1161131,1.465kg,中国大陆,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.2-1.5升,美的WH415E2g
志高（CHIGO）电水壶304不锈钢1.8L双层防烫电热水壶ZD18A-708G8紫色,志高厨电旗舰店,1582013,99,59,260000,97,250000,6200,3500,志高（CHIGO）,水壶不错 外观漂亮 使用方便 容量大 东西不错 速度快 烧水时间短 不锈钢很好 没有异味 还可以吧,"志高ZD18A-708G8,1582013,1.1kg,中国大陆,电热水壶,自动断电，防干烧,1.8L,外塑内钢",自动断电，防干烧,1.6-2.0升,志高ZD18A-708G8
美的（Midea）电热水瓶 304不锈钢电水壶 四段温控电热水壶 PF701-50T 5L,美的小家电精品专卖店,11175701054,399,239,1900,96,1800,40,40,美的（Midea）,外观漂亮 使用方便 容量大 水壶不错 东西不错 烧水声音小 速度快 还可以吧 保温功能好 没有异味,"美的（Midea）电热水瓶 304不锈钢电水壶 四段温控电热水壶 PF701-50T 5L,11175701054, ,3.1kg,电热水瓶,过热保护，自动断电，防干烧，电动出水,1.8L以上,双层不锈钢",过热保护，自动断电，防干烧，电动出水,2.0升以上,美的（Midea）电热水瓶 304不锈钢电水壶 四段温控电热水壶 PF701-50T 5L
苏泊尔（SUPOR）电水壶电热水壶SWF17E02A-150,苏泊尔官方旗舰店,1230707,189,179,8800,97,8500,100,100,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 不锈钢很好 使用方便 速度快 东西不错 烧水时间短 没有异味 保温功能好 保温功能好 容量大 使用方便 没有异味 水壶不错,"苏泊尔SWF17E02A-150,1230707,1.6kg,中国大陆,电热水壶,自动断电，防干烧,1.7L",自动断电，防干烧,1.6-2.0升,苏泊尔SWF17E02A-150
苏泊尔（SUPOR）电水壶电热水壶SWF17E01A保温防烫,苏泊尔官方旗舰店,3026443,269,189,2200,97,2100,40,20,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 速度快 东西不错 不锈钢很好 使用方便 保温功能好 没有异味 烧水时间短 东西不错 容量大 烧水时间短 外观漂亮,"苏泊尔SWF17E01A,3026443,1.845kg,中国大陆,自动断电，防干烧",自动断电，防干烧,none,苏泊尔SWF17E01A
美的（Midea）电热水瓶PF704C-50G 304不锈钢电水壶 5L容量 4段温控电热水壶 双层彩钢烧水壶,美的生活电器自营官方旗舰店,3786814,1099,439,6900,97,6700,100,90,美的（Midea）,外观漂亮 容量大 使用方便 水壶不错 保温功能好 东西不错 速度快 不锈钢很好 没有异味 烧水时间短 水壶不错 保温功能好 外观漂亮 水壶不错 容量大 保温功能好,"美的PF704C-50G,3786814,3.48kg,中国大陆,PF704C-50G,防干烧，保温，显示水温",防干烧，保温，显示水温,其它,美的PF704C-50G
美的（Midea）电水壶WSJ1703b 304不锈钢电热水壶 1.7L容量 6D全钢烧水壶,美的生活电器自营官方旗舰店,1908306,269,99,92000,97,89000,1400,800,美的（Midea）,水壶不错 不锈钢很好 使用方便 速度快 东西不错 外观漂亮 容量大 烧水时间短 没有异味 烧水声音小 烧水时间短 外观漂亮 没有异味 没有异味 外观漂亮 烧水时间短 使用方便 水壶不错,"美的WSJ1703b,1908306,1.135kg,中国大陆,MK-SJ1703,自动断电，防干烧",自动断电，防干烧,none,美的WSJ1703b
九阳（Joyoung）电水壶电热水瓶5L三段保温液晶显示屏JYK-50P02,九阳厨房电器旗舰店,966143,599,269,44000,95,42000,1100,700,九阳（Joyoung）,容量大 使用方便 外观漂亮 水壶不错 保温功能好 东西不错 烧水声音小 不锈钢很好 速度快 没有异味,"九阳JYK-50P02,966143,3.06kg,中国大陆,电热水瓶,电动出水，保温,1.8L以上",电动出水，保温,1.8L以上,九阳JYK-50P02
科立泰（QLT）自动抽水壶上水壶电茶盘304不锈钢电热水壶电子茶盘泡茶机茶具套装QLT-T108A,科立泰厨电旗舰店,3907324,399,188,13000,97,12000,200,100,科立泰（QLT）,东西不错 外观漂亮 使用方便 水壶不错 烧水时间短 速度快 还可以吧 不锈钢很好 没有异味 烧水声音小,"科立泰QLT-T108A,3907324,2.96kg,中国大陆,自动断电，防干烧，过滤，保温",自动断电，防干烧，过滤，保温,1.1升以下,科立泰QLT-T108A
美的（Midea）电水壶WHJ1705b 304不锈钢电热水壶 1.7L容量 双层防烫烧水壶,美的生活电器自营官方旗舰店,3786840,299,109,50000,98,49000,600,400,美的（Midea）,外观漂亮 水壶不错 速度快 容量大 使用方便 东西不错 不锈钢很好 没有异味 烧水时间短 烧水声音小,"美的WHJ1705b,3786840,1.32kg,广东,MK-HJ1705,外塑内钢,自动断电，防干烧",自动断电，防干烧,1.6-2.0升,美的WHJ1705b
九阳（Joyoung）养生壶 1.5L 玻璃壶体 煎药 多功能 K15-D03,九阳厨房电器旗舰店,2816565,299,169,2300,97,2200,30,10,九阳（Joyoung）,水壶不错 东西不错 外观漂亮 使用方便 速度快 没有异味 容量大 保温功能好 烧水声音小 还可以吧 容量大 烧水声音小 速度快 保温功能好,"九阳K15-D03,2816565,2.015kg,中国大陆,养生壶",none,none,九阳K15-D03
志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 黑色(全自动保温),志高金杞专卖店,10338458934,228,168,2600,95,2500,80,50,志高（CHIGO）,外观漂亮 东西不错 不锈钢很好 水壶不错 烧水时间短 使用方便 速度快 还可以吧 没有异味 容量大 不锈钢很好 容量大 一般,"志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 黑色(全自动保温),10338458934, ,2.8kg,中国大陆,B500,电茶炉,保温,1.2L,单层不锈钢",保温,1.2-1.5升,志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 黑色(全自动保温)
Zoomland/美国卓朗 F-011A迷你可折叠旅行烧水壶电热水壶小容量便携家用电水壶 F-011A,卓朗厨具旗舰店,14936100804,490,199,500,98,500,9,1,卓朗,水壶不错 使用方便 外观漂亮 烧水时间短 东西不错 烧水声音小 没有异味 速度快 保温功能好 容量大 使用方便 水壶不错 烧水时间短 外观漂亮 烧水声音小,"Zoomland/美国卓朗 F-011A迷你可折叠旅行烧水壶电热水壶小容量便携家用电水壶 F-011A,14936100804, ,0.8kg,中国大陆,F-011A,电热水壶,过热保护，自动断电，防干烧,1L以下,外塑内钢",过热保护，自动断电，防干烧,1.1升以下,Zoomland/美国卓朗 F-011A迷你可折叠旅行烧水壶电热水壶小容量便携家用电水壶 F-011A
飞利浦（PHILIPS）电水壶 304不锈钢1.7L大容量PTC保温 HD9338/88,飞利浦厨房电器旗舰店,3067587,399,299,3300,98,3300,30,20,飞利浦（PHILIPS）,外观漂亮 水壶不错 保温功能好 容量大 不锈钢很好 使用方便 烧水时间短 没有异味 速度快 东西不错,"飞利浦HD9338/88,3067587,1.55kg,中国,自动断电，防干烧，保温",自动断电，防干烧，保温,1.6-2.0升,飞利浦HD9338/88
北欧欧慕（nathome）电热水壶家用折叠水壶旅行便携可加热水壶 NSH0603 纯白色,北欧欧慕官方旗舰店,13372038066,399,199,200,99,200,2,0,北欧欧慕（nathome）,使用方便 水壶不错 外观漂亮 没有异味 烧水时间短 烧水声音小 东西不错 速度快 还可以吧 保温功能好 不锈钢很好 烧水时间短 没有异味,"北欧欧慕（nathome）电热水壶家用折叠水壶旅行便携可加热水壶 NSH0603 纯白色,13372038066, ,0.86kg,中国大陆,NSH0603,电热水壶,防干烧，保温,1L以下,单层不锈钢",防干烧，保温,1.1升以下,北欧欧慕（nathome）电热水壶家用折叠水壶旅行便携可加热水壶 NSH0603 纯白色
容声(Ronshen)电水壶自动上水电热水壶304不锈钢烧水壶玻璃泡茶壶AT11 容声-AT11黑,地中海电器专营店,10778083220,199,158,3300,94,3100,90,80,容声（Ronshen）,东西不错 使用方便 水壶不错 外观漂亮 烧水时间短 容量大 保温功能好 烧水声音小 速度快 没有异味 烧水声音小,"电水壶自动上水电热水壶304不锈钢烧水壶玻璃泡茶壶AT11 容声-AT11黑,10778083220, ,3.65kg,中国大陆,RS-AT11,电茶炉,过热保护，自动断电，防干烧，防倾倒防溢，电动出水，过滤，保温，自动上水，预设水温，显示水温，智能续水,1L以下,单层不锈钢",过热保护，自动断电，防干烧，防倾倒防溢，电动出水，过滤，保温，自动上水，预设水温，显示水温，智能续水,1.1升以下,电水壶自动上水电热水壶304不锈钢烧水壶玻璃泡茶壶AT11 容声-AT11黑
九阳（Joyoung）电水壶1.7L电热水壶家用全钢烧水JYK-17S08,九阳厨房电器旗舰店,1102250,229,89,130000,97,130000,2200,900,九阳（Joyoung）,不锈钢很好 水壶不错 外观漂亮 使用方便 容量大 东西不错 速度快 没有异味 烧水时间短 烧水声音小,"九阳JYK-17S08,1102250,1.34kg,中国大陆,电热水壶,自动断电,1.7L",自动断电,1.7L,九阳JYK-17S08
科立泰（QLT）自动抽水壶上水壶电茶盘304不锈钢电热水壶保温电子茶盘茶具套装QLT-T1218,科立泰厨电旗舰店,1100038,627,199,700,95,700,20,10,科立泰（QLT）,水壶不错 不锈钢很好 外观漂亮 速度快 东西不错 使用方便 烧水时间短 没有异味 容量大 烧水声音小,"科立泰QLT-T1218,1100038,2.88kg,中国大陆,防干烧，保温",防干烧，保温,1.1升以下,科立泰QLT-T1218
苏泊尔（SUPOR）电水壶热水壶电热水壶 1.7L双层防烫 SWF17E18C,苏泊尔官方旗舰店,1605630,239,99,100000,97,100000,1700,800,苏泊尔（SUPOR）,外观漂亮 水壶不错 容量大 使用方便 速度快 东西不错 不锈钢很好 烧水时间短 没有异味 保温功能好,"苏泊尔SWF17E18C,1605630,1.45kg,中国大陆,电热水壶,自动断电，防干烧,1.7L,外塑内钢",自动断电，防干烧,1.6-2.0升,苏泊尔SWF17E18C
科立泰（QLT）自动抽水壶上水壶电茶盘304不锈钢电热水壶电子茶盘泡茶机茶具套装QLT-T1280,科立泰厨电旗舰店,3453735,399,199,3400,95,3300,80,60,科立泰（QLT）,使用方便 水壶不错 东西不错 烧水时间短 外观漂亮 不锈钢很好 没有异味 速度快 保温功能好 还可以吧,"科立泰QLT-T1280,3453735,2.72kg,中国大陆,自动断电，防干烧，过滤，保温",自动断电，防干烧，过滤，保温,1.1升以下,科立泰QLT-T1280
科立泰（QLT）自动上水壶抽水壶电茶盘304不锈钢电热水壶茶具套装QLT-T1210NB,科立泰厨电旗舰店,1011756,798,219,300,96,300,9,8,科立泰（QLT）,外观漂亮 速度快 没有异味 东西不错 使用方便 烧水时间短 烧水声音小 水壶不错 不锈钢很好 保温功能好,"科立泰T1210NB,1011756,2.94kg,中国大陆,防干烧，过滤，保温",防干烧，过滤，保温,1.1升以下,科立泰T1210NB
飞利浦（PHILIPS）电热水壶 烧水壶 煮水壶 开水壶 保温壶 304不锈钢 HD9316 保温电水壶,飞利浦金创世纪专卖店,15496580178,399,169,100,96,100,2,3,飞利浦（PHILIP）,烧水时间短 保温功能好 不锈钢很好 容量大 东西不错 外观漂亮 没有异味 烧水声音小 使用方便 速度快,"飞利浦（PHILIPS）电热水壶 烧水壶 煮水壶 开水壶 保温壶 304不锈钢 HD9316 保温电水壶,15496580178, ,1.7kg,HD9316,电热水壶,过热保护，自动断电，防干烧，过滤，除氯，保温,1.7L",过热保护，自动断电，防干烧，过滤，除氯，保温,1.6-2.0升,飞利浦（PHILIPS）电热水壶 烧水壶 煮水壶 开水壶 保温壶 304不锈钢 HD9316 保温电水壶
新功SEKO 多功能小电磁炉 电磁茶炉泡茶炉套装304钢电热水壶烧水壶B1 银色,新功SEKO官方旗舰店,1118819372,318,181,3200,96,3000,100,40,新功（SEKO）,使用方便 东西不错 水壶不错 外观漂亮 没有异味 速度快 烧水时间短 不锈钢很好 烧水声音小 还可以吧 东西不错 水壶不错 没有异味 外观漂亮,"新功SEKO 多功能小电磁炉 电磁茶炉泡茶炉套装304钢电热水壶烧水壶B1 银色,1118819372, ,3.0kg,B1,电茶炉,过热保护，自动断电，防倾倒防溢,1L以下,单层不锈钢",过热保护，自动断电，防倾倒防溢,1.1升以下,新功SEKO 多功能小电磁炉 电磁茶炉泡茶炉套装304钢电热水壶烧水壶B1 银色
科立泰（QLT）自动抽水壶上水壶电茶盘304不锈钢电热水壶电子茶盘泡茶机茶具套装QLT-T135K,科立泰厨电旗舰店,3133361,399,188,13000,97,12000,200,100,科立泰（QLT）,使用方便 东西不错 外观漂亮 速度快 水壶不错 不锈钢很好 烧水时间短 还可以吧 没有异味 烧水声音小,"科立泰QLT-T135K,3133361,3.05kg,中国大陆,自动断电，防干烧",自动断电，防干烧,none,科立泰QLT-T135K
志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 宝来金(全自动保温),志高金杞专卖店,10459951713,228,178,2600,95,2500,80,50,志高（CHIGO）,使用方便 东西不错 外观漂亮 速度快 不锈钢很好 还可以吧 没有异味 水壶不错 烧水时间短 烧水声音小 外观漂亮 水壶不错 东西不错 速度快 东西不错 还可以吧,"志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 宝来金(全自动保温),10459951713, ,2.8kg,中国大陆,B500,电茶炉,保温,1.2L,单层不锈钢",保温,1.2-1.5升,志高（CHIGO）电水壶 全自动上水电热水壶 不锈钢自动上水电热水壶套装 宝来金(全自动保温)
九阳（Joyoung）电水壶全钢1.7L电热水壶无缝内胆JYK-17F05A,九阳厨房电器旗舰店,963581,239,89,120000,97,110000,2300,1100,九阳（Joyoung）,容量大 水壶不错 使用方便 速度快 东西不错 不锈钢很好 烧水时间短 没有异味 保温功能好 烧水声音小,"九阳JYK-17F05A,963581,1.58kg,中国大陆,自动断电，防干烧",自动断电，防干烧,none,九阳JYK-17F05A
