p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
戴森(Dyson) TP00空气净化风扇/电风扇/塔扇 净化PM0.1和甲醛+强劲气流 循环室内空气 银白,戴森官方旗舰店,4071591,,,500,96,500,8,10,DYSON,颜色漂亮 风很柔和 适合宝宝 遥控方便 造型美观 安装方便 噪音很小 质量不错 远程遥控 风力很大 质量不错 造型美观 风很柔和 噪音很小 颜色漂亮 风力很大 造型美观 电机好 遥控方便,"DYSONTP00白银,4071591,5.42kg,马来西亚,308774-01,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇，空气循环扇",落地扇，塔扇，空气循环扇,DYSONTP00白银
格力(GREE)风扇 台式电风扇鸿运扇转页扇小风扇迷你宿舍台扇定时五叶风扇KYT-2501 浅灰色,格力智购专卖店,12401990604,,,1600,96,1500,20,20,格力（GREE）,噪音很小 使用方便 风很柔和 风扇不错 质量不错 造型美观 睡眠风不错 电机好 颜色漂亮 扇网坚固,"格力(GREE)风扇 台式电风扇鸿运扇转页扇小风扇迷你宿舍台扇定时五叶风扇KYT-2501 浅灰色,12401990604, ,2.6kg,中国大陆,KYT-2501,2小时以下,四档调节,正常风、自然风、睡眠风,5片,1级,机械式,转页扇",转页扇,格力(GREE)风扇 台式电风扇鸿运扇转页扇小风扇迷你宿舍台扇定时五叶风扇KYT-2501 浅灰色
美的（Midea）FZ10-15BRW 塔扇无叶风扇电风扇遥控家用静音立式风扇,美的环境电器旗舰店,10988055671,,,4900,97,4700,60,70,美的（Midea）,噪音很小 风很柔和 造型美观 安全节能 风力很大 底座很稳 颜色漂亮 远程遥控 扇网坚固 电机好,"美的（Midea）FZ10-15BRW 塔扇无叶风扇电风扇遥控家用静音立式风扇,10988055671, ,4.1kg,中国大陆,FZ10-15BRW,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,美的（Midea）FZ10-15BRW 塔扇无叶风扇电风扇遥控家用静音立式风扇
爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,爱家乐生活电器专卖店,11296090647,,,700,100,700,2,1,爱家乐（AKIRA）,质量不错 风扇不错 造型美观 风很柔和 安全节能 使用方便 适合宝宝 风力很大 底座很稳 噪音很小 风很柔和 噪音很小 遥控方便 安装方便 电机好 安全节能 睡眠风不错 广角送风 底座很稳 使用方便 风很柔和 风扇不错 质量不错 质量不错,"爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,11296090647, ,3.5kg,中国大陆,8888820077448,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,台扇",台扇,爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色
艾美特(Airmate)【到手价199】五叶遥控落地扇/电风扇FS4092R-WA,艾美特旗舰店,10502318585,,,800,90,700,40,40,艾美特（AIRMATE）,风扇不错 遥控方便 安装方便 风力很大 噪音很小 质量不错 使用方便 造型美观 风很柔和 底座很稳,"艾美特(Airmate)【到手价199】五叶遥控落地扇/电风扇FS4092R-WA,10502318585, ,8.7kg,FS4092R-WA,2-8小时,四档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特(Airmate)【到手价199】五叶遥控落地扇/电风扇FS4092R-WA
美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,美的环境电器旗舰店,11524626939,,,400,94,300,10,10,美的（Midea）,安装方便 造型美观 颜色漂亮 广角送风 风力很大 质量不错 风扇不错 使用方便 睡眠风不错 安全节能 质量不错 造型美观 广角送风 安装方便 使用方便 风力很大 安装方便 风扇不错,"美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,11524626939, ,4.6kg,中国大陆,FZ10-17DW,2小时以下,三档调节,正常风、自然风、睡眠风,无叶,无,机械式,塔扇",塔扇,美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色
美的（Midea）FZ10-15BRW 塔扇无叶风扇/智能风扇/遥控电风扇 静音立式风扇,美的绿灯侠专卖店,11166367999,,,1500,96,1500,30,30,美的（Midea）,质量不错 造型美观 使用方便 遥控方便 风扇不错 安全节能 风很柔和 噪音很小 风力很大 安装方便,"美的（Midea）FZ10-15BRW 塔扇无叶风扇/智能风扇/遥控电风扇 静音立式风扇,11166367999, ,5.7kg,中国大陆,FZ10-15BRW,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,塔扇",塔扇,美的（Midea）FZ10-15BRW 塔扇无叶风扇/智能风扇/遥控电风扇 静音立式风扇
美的（Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,美的护理旗舰店,12477775164,,,400,98,400,10,2,美的,质量不错 噪音很小 底座很稳 安装方便 风扇不错 风很柔和 使用方便 造型美观 电机好 扇网坚固,"美的（Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇,12477775164, ,3.9kg,中国大陆,DS070103MD002,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的（Midea）KYS30-5A 升降转页扇 台式落地扇 定时静音 鸿运电风扇
钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶,钻石牌非凡专卖店,11382853922,,,1200,94,1100,30,30,钻石牌（DIAMOND）,质量不错 安装方便 风扇不错 风力很大 噪音很小 使用方便 造型美观 电机好 安全节能 颜色漂亮,"钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶,11382853922, ,6.0kg,中国大陆,3叶1400MM,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,机械式,吊扇",吊扇,钻石牌(DIAMOND)电风扇/吊扇 1.4米56寸楼顶扇3片叶
华生（Wahson）FS35-C401 电风扇/落地扇/风扇,华生旗舰店,4575098,,,27000,97,26000,600,300,华生（Wahson）,风扇不错 安装方便 质量不错 风力很大 使用方便 噪音很小 造型美观 底座很稳 风很柔和 颜色漂亮,"华生FS35-C401,4575098,5.48kg,广东,FS112-35C,无定时,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,华生FS35-C401
艾美特（AIRMATE）【到手价419】FT70R电风扇塔扇家用塔式无叶落地扇 静音拆洗,艾美特旗舰店,11956390126,,,600,94,500,20,20,艾美特（AIRMATE）,风很柔和 安装方便 噪音很小 遥控方便 风扇不错 使用方便 造型美观 睡眠风不错 颜色漂亮 广角送风 风扇不错 睡眠风不错 噪音很小 遥控方便,"艾美特（AIRMATE）【到手价419】FT70R电风扇塔扇家用塔式无叶落地扇 静音拆洗,11956390126, ,3.7kg,FT70R,8小时以上,五档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,艾美特（AIRMATE）【到手价419】FT70R电风扇塔扇家用塔式无叶落地扇 静音拆洗
先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,先锋生活电器旗舰店,10225600578,,,3700,95,3500,90,60,先锋,质量不错 风扇不错 风力很大 使用方便 遥控方便 安装方便 噪音很小 远程遥控 造型美观 风很柔和,"先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,10225600578, ,6.7kg,0101DD1312-1,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶
欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,欧麦斯旗舰店,10437854366,,,2900,97,2800,70,20,欧麦斯（OUMAISI）,造型美观 风很柔和 安全节能 风力很大 底座很稳 噪音很小 颜色漂亮 适合宝宝 电机好 远程遥控 安装方便 使用方便 扇网坚固 质量不错 造型美观 质量不错 颜色漂亮 风很柔和 适合宝宝 使用方便 遥控方便,"欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白,10437854366, ,4.0kg,2小时以下,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇，台扇，空气循环扇",落地扇，塔扇，台扇，空气循环扇,欧麦斯(OUMAISI)Air-H5 无叶风扇 电风扇 落地家用电扇台扇塔扇 月光白
美的（Midea）FS40-11L1 落地扇/电风扇,美的两季品旗舰店,861100,,,190000,96,180000,5200,2600,美的（Midea）,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 造型美观 底座很稳 颜色漂亮 风力很大 扇网坚固 噪音很小,"美的FS40-11L1,861100,7.82kg,广东中山,无定时,三档调节,正常风,3片,1级,机械式,落地扇",落地扇,美的FS40-11L1
美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,美的小家电旗舰店,12281948611,,,800,95,800,20,10,美的（Midea）,安装方便 睡眠风不错 颜色漂亮 质量不错 使用方便 造型美观 风扇不错 噪音很小 风很柔和 遥控方便,"美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,12281948611, ,6.7kg,21056110000231（FZ10-17ARW）,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇
水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,水田旗舰店,1588385579,,,1400,97,1400,30,10,水田,质量不错 风扇不错 使用方便 风力很大 遥控方便 底座很稳 噪音很小 造型美观 安装方便 风很柔和 遥控方便 风力很大,"水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,1588385579, ,3.7kg,FSQ-MF09G,8小时以上,四档调节,正常风,3片,2级,遥控式,落地扇，台扇，空气循环扇",落地扇，台扇，空气循环扇,水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色
格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械,格力智购专卖店,12401517047,,,100,92,100,7,7,格力（GREE）,安装方便 噪音很小 使用方便 底座很稳 风扇不错 风力很大 风很柔和 睡眠风不错,"格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械,12401517047, ,9.0kg,中国大陆,FD-4009-WG,2小时以下,三档调节,正常风、自然风、睡眠风,5片,1级,机械式,落地扇",落地扇,格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械
艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,艾美特子云专卖店,1540230565,,,1400,96,1400,20,30,艾美特（AIRMATE）,风扇不错 安装方便 质量不错 噪音很小 风力很大 使用方便 遥控方便 风很柔和 远程遥控 造型美观 质量不错 广角送风 扇网坚固 睡眠风不错 使用方便,"艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,1540230565, ,4.3kg,FW3521R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",壁扇,艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶
艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,艾美特子云专卖店,1547674827,,,2900,92,2700,100,100,艾美特（AIRMATE）,质量不错 风扇不错 风力很大 安装方便 使用方便 电机好 噪音很小 造型美观 风很柔和 安全节能 使用方便 风力很大 质量不错 质量不错,"艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,1547674827, ,3.0kg,1.4米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇
赛亿（Shinee）电风扇/台扇/非遥控家用风扇FT30-7,赛亿两季品旗舰店,3942001,,,4400,95,4200,100,100,赛亿（Shinee）,安装方便 使用方便 风扇不错 风力很大 质量不错 噪音很小 颜色漂亮 电机好 风很柔和 造型美观 风力很大 质量不错 广角送风 电机好 造型美观,"赛亿FT30-7,3942001,2.61kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,台扇",台扇,赛亿FT30-7
艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,艾美特子云专卖店,1536383961,,,3500,94,3300,100,80,艾美特（AIRMATE）,风很柔和 使用方便 安装方便 造型美观 遥控方便 风扇不错 质量不错 颜色漂亮 噪音很小 远程遥控 质量不错 质量不错,"艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒,1536383961, ,5.1kg,FT41R,2-8小时,三档调节,正常风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒
美的（Midea）FS40-13GR 电风扇/落地扇/智能家用电风扇/遥控风扇,美的护理旗舰店,11167508237,,,100,92,100,5,8,美的,遥控方便 造型美观 风力很大 风很柔和 睡眠风不错 颜色漂亮 风扇不错 安全节能 电机好 质量不错 风力很大 广角送风 风扇不错 造型美观,"美的（Midea）FS40-13GR 电风扇/落地扇/智能家用电风扇/遥控风扇,11167508237, ,5.5kg,中国大陆,DS070101MD006-JD,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,美的（Midea）FS40-13GR 电风扇/落地扇/智能家用电风扇/遥控风扇
美的（Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,美的护理旗舰店,12574397126,,,300,95,300,10,9,美的,风很柔和 风扇不错 噪音很小 使用方便 造型美观 风力很大 底座很稳 质量不错 安全节能 电机好 使用方便,"美的（Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇,12574397126, ,2.2kg,中国大陆,DS070102MD003,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的（Midea）KYT25-17D 电风扇迷你台扇 家用台式转页扇
美的（Midea）FS40-15QRW 五叶遥控落地扇/电风扇,美的两季品旗舰店,1429749,,,16000,97,16000,200,100,美的（Midea）,风扇不错 安装方便 遥控方便 风力很大 质量不错 使用方便 底座很稳 噪音很小 风很柔和 电机好 安装方便 睡眠风不错 颜色漂亮 广角送风 远程遥控 风扇不错 风力很大 造型美观,"美的FS40-15QRW,1429749,8.7kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,美的FS40-15QRW
格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,格力TOSOT旗舰店,10203314990,,,3000,95,2900,50,80,格力（GREE）,遥控方便 质量不错 风扇不错 安装方便 造型美观 使用方便 风力很大 噪音很小 风很柔和 颜色漂亮 质量不错 安装方便 颜色漂亮 噪音很小 遥控方便,"格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时,10203314990, ,6.3kg,FD-4025Bah5-WG,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时
英国QG(QG) Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,QG生活电器旗舰店,13646910904,,,80,97,80,2,1,QG,噪音很小 安装方便 远程遥控 扇网坚固 安全节能 颜色漂亮 风很柔和 质量不错 风力很大 适合宝宝 安全节能,"英国QG(QG) Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】,13646910904, ,4.5kg,8小时以上,无极变速,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇",落地扇，塔扇,英国QG(QG) Air x7无叶风扇电风扇（全新技术款）空气净化器循环扇塔扇落地扇 黑蓝 蓝黑【全新技术款】
艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,艾美特华安专卖店,10158203830,,,700,91,700,30,30,艾美特（AIRMATE）,风扇不错 风很柔和 安装方便 风力很大 噪音很小 质量不错 使用方便 遥控方便 远程遥控 底座很稳 安全节能 噪音很小 风扇不错 风力很大 造型美观,"艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色,10158203830, ,7.62kg,FS4092R-WA,2-8小时,四档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特（AIRMATE） 电风扇家用落地扇五叶遥控风扇/电风【到手价199】 黑色
【今日特卖】艾美特FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,艾美特官方旗舰店,12415767096,,,300,97,300,7,4,艾美特,风很柔和 风扇不错 造型美观 安装方便 遥控方便 质量不错 广角送风 噪音很小 睡眠风不错 安全节能 睡眠风不错 噪音很小 风很柔和 风扇不错 安装方便,"【今日特卖】艾美特FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,12415767096, ,6.32kg,中国大陆,FT70R,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,【今日特卖】艾美特FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色
美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,美的绿灯侠专卖店,12050214119,,,400,96,400,6,10,美的（Midea）,使用方便 风扇不错 风很柔和 噪音很小 颜色漂亮 底座很稳 扇网坚固 质量不错 风力很大 安全节能,"美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,12050214119, ,3.3kg,中国大陆,KYT30-15AW,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮
美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,美的绿灯侠专卖店,11219961738,,,100,94,100,6,4,美的（Midea）,安装方便 风很柔和 遥控方便 风扇不错 噪音很小 电机好 造型美观 风力很大 安全节能 扇网坚固 远程遥控 风很柔和,"美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,11219961738, ,7.3kg,中国大陆,FS40-17JRW,8小时以上,五档调节,正常风、自然风、睡眠风,5片,1级,APP控制,落地扇",落地扇,美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式
英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,QG生活电器旗舰店,11551376410,,,2100,100,2000,7,3,QG,质量不错 噪音很小 造型美观 使用方便 安装方便 风扇不错 遥控方便 底座很稳 安全节能 风很柔和 质量不错 安装方便 遥控方便 适合宝宝 造型美观 遥控方便 风很柔和 颜色漂亮 远程遥控 造型美观,"英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,11551376410, ,2.45kg,2-8小时,无极变速,正常风、自然风,7片及以上,1级,遥控式,落地扇，塔扇，转页扇，台扇，空气循环扇",落地扇，塔扇，转页扇，台扇，空气循环扇,英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax
格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,格力威铭专卖店,10194646155,,,4000,97,3800,90,50,格力（GREE）,噪音很小 风很柔和 风力很大 风扇不错 安装方便 造型美观 质量不错 底座很稳 使用方便 颜色漂亮 造型美观 风扇不错 风很柔和 颜色漂亮,"格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,10194646155, ,7.5kg,FD-4027h5-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色
艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,艾美特子云专卖店,10073933741,,,1400,94,1300,40,40,艾美特（AIRMATE）,风力很大 风扇不错 质量不错 造型美观 噪音很小 电机好 使用方便 安装方便 扇网坚固 风很柔和 风力很大 噪音很小,"艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,10073933741, ,9.5kg,FZ5609,无定时,五档调节,正常风,5片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇
格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,格力明达丰专卖店,10143138838,,,10000,96,9600,200,200,格力（GREE）,质量不错 遥控方便 噪音很小 安装方便 风扇不错 远程遥控 使用方便 底座很稳 造型美观 风力很大 电机好 扇网坚固 遥控方便 风扇不错,"格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,10143138838, ,8.6kg,FD-4009B,2-8小时,三档调节,正常风,3片,1级,遥控式,落地扇",落地扇,格力（GREE)FD-4009B 家用床头定时摇头遥控落地扇 节能立式办公宿舍静音电风扇
戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,戴森（Dyson）旗舰店,11543994100,,,20,100,20,0,0,DYSON,,"戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气,11543994100, ,5.14kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇",落地扇,戴森(Dyson) AM07落地式无叶电风扇/塔扇 静音家用风扇落地扇 白银色 静音安全 循环空气
